"","language","target","observations_per_class","top_k_words","classifier","C","kernel","Accuracy","Precision","Recall","F1"
"1727","uk","d_fr_wel",2110,20000,"SVM",5,"sigmoid",0.71942579994426,0.722616376593095,0.719431602655287,0.72102047282545
"1728","uk","d_fr_wel",2110,20000,"SVM",5,"poly",0.743592374778549,0.771268976391476,0.743596504698478,0.757179990152563
"1729","de","d_fr_sec",6134,30000,"SVM",1,"rbf",0.67921760391198,0.698274819851172,0.67921760391198,0.688614386300147
"1730","de","d_fr_sec",6134,30000,"SVM",1,"linear",0.665770171149144,0.688273184117218,0.665770171149144,0.676834687463822
"1731","de","d_fr_sec",6134,30000,"SVM",1,"sigmoid",0.599755501222494,0.600999976758239,0.599755501222494,0.600377094096636
"1732","de","d_fr_sec",6134,30000,"SVM",1,"poly",0.654034229828851,0.702314743858715,0.654034229828851,0.677315191750777
"1733","de","d_fr_sec",6134,30000,"SVM",3,"rbf",0.66039119804401,0.681472078471604,0.66039119804401,0.670766046305415
"1734","de","d_fr_sec",6134,30000,"SVM",3,"linear",0.658924205378973,0.688583334468309,0.658924205378973,0.673427365835974
"1735","de","d_fr_sec",6134,30000,"SVM",3,"sigmoid",0.590953545232274,0.591273086425441,0.590953545232274,0.591113272644847
"1736","de","d_fr_sec",6134,30000,"SVM",3,"poly",0.654523227383863,0.693626058588197,0.654523227383863,0.673507557640177
"1737","de","d_fr_sec",6134,30000,"SVM",5,"rbf",0.65281173594132,0.672701437605614,0.65281173594132,0.662607361462022
"1738","de","d_fr_sec",6134,30000,"SVM",5,"linear",0.654034229828851,0.683288775531109,0.654034229828851,0.668341524469475
"1739","de","d_fr_sec",6134,30000,"SVM",5,"sigmoid",0.58679706601467,0.586973090844964,0.58679706601467,0.586885065231006
"1740","de","d_fr_sec",6134,30000,"SVM",5,"poly",0.653545232273839,0.687381232520462,0.653545232273839,0.670036335418551
"1741","de","d_fr_sec",6134,30000,"SVM",1,"rbf",0.724299435362691,0.737452339606849,0.724309326838884,0.730821747399034
"1742","de","d_fr_sec",6134,30000,"SVM",1,"linear",0.705592348964154,0.723416290238008,0.705606127302045,0.714400223141001
"1743","de","d_fr_sec",6134,30000,"SVM",1,"sigmoid",0.604597731046561,0.605572740182747,0.604602593792315,0.605087278124863
"1744","de","d_fr_sec",6134,30000,"SVM",1,"poly",0.695322324012004,0.733838198084942,0.695342441829865,0.714071867912833
"1745","de","d_fr_sec",6134,30000,"SVM",3,"rbf",0.728214674590604,0.740362675897013,0.728221008234489,0.73424165081849
"1746","de","d_fr_sec",6134,30000,"SVM",3,"linear",0.715620087526855,0.734486863294765,0.715630457561998,0.724936062059255
"1747","de","d_fr_sec",6134,30000,"SVM",3,"sigmoid",0.590536689466223,0.590844192541676,0.590540146125101,0.590692130208008
"1748","de","d_fr_sec",6134,30000,"SVM",3,"poly",0.707672472092518,0.735447639465711,0.707687357355777,0.721300498696746
"1749","de","d_fr_sec",6134,30000,"SVM",5,"rbf",0.723446709252147,0.734414314105427,0.723451786850655,0.728891833728529
"1750","de","d_fr_sec",6134,30000,"SVM",5,"linear",0.718066271187353,0.736033121153252,0.718075564954856,0.72694345938088
"1751","de","d_fr_sec",6134,30000,"SVM",5,"sigmoid",0.585523746996085,0.58571070267655,0.585526665199355,0.585618669478974
"1752","de","d_fr_sec",6134,30000,"SVM",5,"poly",0.713052880260177,0.735854932240407,0.713065313709635,0.724280897543452
"1753","de","d_fr_sec",6134,30000,"SVM",1,"rbf",0.730604123452848,0.743577934438723,0.730601661570949,0.73703268703342
"1754","de","d_fr_sec",6134,30000,"SVM",1,"linear",0.710388377747522,0.728013405713669,0.710386572822517,0.71909198549918
"1755","de","d_fr_sec",6134,30000,"SVM",1,"sigmoid",0.598630491929467,0.599813289991219,0.598628223101546,0.599220170625619
"1756","de","d_fr_sec",6134,30000,"SVM",1,"poly",0.684955242990965,0.725823924857898,0.684949648881893,0.704794662638317
"1757","de","d_fr_sec",6134,30000,"SVM",3,"rbf",0.735252271036273,0.747216522366799,0.735247895922947,0.741183894994063
"1758","de","d_fr_sec",6134,30000,"SVM",3,"linear",0.722209266796659,0.740394235735052,0.722205648511875,0.731186847384178
"1759","de","d_fr_sec",6134,30000,"SVM",3,"sigmoid",0.585506566108647,0.586019490851484,0.585504356480175,0.585761810410166
"1760","de","d_fr_sec",6134,30000,"SVM",3,"poly",0.699873276006572,0.730265809060283,0.699866785646502,0.71474321520425
"1761","de","d_fr_sec",6134,30000,"SVM",5,"rbf",0.733377939860117,0.74439101126842,0.73337296669681,0.738840914322523
"1762","de","d_fr_sec",6134,30000,"SVM",5,"linear",0.727019317336771,0.744213310043887,0.727015520010463,0.735513899058486
"1763","de","d_fr_sec",6134,30000,"SVM",5,"sigmoid",0.581186370174777,0.581546396103635,0.581184279988581,0.581365281658123
"1764","de","d_fr_sec",6134,30000,"SVM",5,"poly",0.705987320026716,0.731254058507378,0.705980570879924,0.718395100044841
"1765","sv","d_fr_eco",976,30000,"SVM",1,"rbf",0.798771121351767,0.815473107569721,0.798947616800378,0.807125783289027
"1766","sv","d_fr_eco",976,30000,"SVM",1,"linear",0.749615975422427,0.759324409078437,0.74976403964134,0.75451394095806
"1767","sv","d_fr_eco",976,30000,"SVM",1,"sigmoid",0.771121351766513,0.780970769381171,0.771264747522416,0.776087412908448
"1768","sv","d_fr_eco",976,30000,"SVM",1,"poly",0.663594470046083,0.741677096370463,0.664030202925908,0.700709163358398
"1769","sv","d_fr_eco",976,30000,"SVM",3,"rbf",0.804915514592934,0.813842493688095,0.805044832468145,0.809419758127574
"1770","sv","d_fr_eco",976,30000,"SVM",3,"linear",0.792626728110599,0.809926272253192,0.792807928268051,0.80127568220119
"1771","sv","d_fr_eco",976,30000,"SVM",3,"sigmoid",0.761904761904762,0.769027269027269,0.762029259084474,0.765512271131293
"1772","sv","d_fr_eco",976,30000,"SVM",3,"poly",0.680491551459293,0.743947301425662,0.680882491741387,0.711019231557573
"1773","sv","d_fr_eco",976,30000,"SVM",5,"rbf",0.806451612903226,0.815090020176936,0.806578574799434,0.810811961018626
"1774","sv","d_fr_eco",976,30000,"SVM",5,"linear",0.800307219662058,0.822779805352798,0.800509674374705,0.811491976373328
"1775","sv","d_fr_eco",976,30000,"SVM",5,"sigmoid",0.751152073732719,0.754620064279155,0.75124115148655,0.752926817011708
"1776","sv","d_fr_eco",976,30000,"SVM",5,"poly",0.682027649769585,0.742966157095444,0.682411514865503,0.711402557695171
"1777","sv","d_fr_eco",976,30000,"SVM",1,"rbf",0.786482334869432,0.8021078988141,0.78648419065597,0.794219215617533
"1778","sv","d_fr_eco",976,30000,"SVM",1,"linear",0.758064516129032,0.766696094614961,0.758074563473336,0.76236095462468
"1779","sv","d_fr_eco",976,30000,"SVM",1,"sigmoid",0.779569892473118,0.787985384690586,0.779582350165172,0.783761344959578
"1780","sv","d_fr_eco",976,30000,"SVM",1,"poly",0.652073732718894,0.729785993869318,0.652062293534686,0.688738312721578
"1781","sv","d_fr_eco",976,30000,"SVM",3,"rbf",0.798771121351767,0.808219948142749,0.79876592732421,0.803465128369688
"1782","sv","d_fr_eco",976,30000,"SVM",3,"linear",0.792626728110599,0.806987312425189,0.792642756016989,0.799750717382275
"1783","sv","d_fr_eco",976,30000,"SVM",3,"sigmoid",0.752688172043011,0.757512737806648,0.752711184521,0.755104328218267
"1784","sv","d_fr_eco",976,30000,"SVM",3,"poly",0.675883256528418,0.74413918359265,0.675868334119868,0.708362602443495
"1785","sv","d_fr_eco",976,30000,"SVM",5,"rbf",0.798771121351767,0.808224450894021,0.798763567720623,0.803466159594261
"1786","sv","d_fr_eco",976,30000,"SVM",5,"linear",0.80184331797235,0.819200100141769,0.801868806040585,0.810441806272132
"1787","sv","d_fr_eco",976,30000,"SVM",5,"sigmoid",0.7357910906298,0.73812398562795,0.735806984426616,0.736963663878709
"1788","sv","d_fr_eco",976,30000,"SVM",5,"poly",0.678955453149002,0.745175693318181,0.678940537989618,0.71051782852531
"1789","sv","d_fr_eco",976,30000,"SVM",1,"rbf",0.789449761707826,0.803969368440169,0.789450998898852,0.796644041972549
"1790","sv","d_fr_eco",976,30000,"SVM",1,"linear",0.740248138957816,0.749125073033638,0.740254837187353,0.744663541069515
"1791","sv","d_fr_eco",976,30000,"SVM",1,"sigmoid",0.772533774469258,0.780497881732721,0.772542079597294,0.776499602957674
"1792","sv","d_fr_eco",976,30000,"SVM",1,"poly",0.624459411556186,0.69645400543821,0.624451785433381,0.658490484595654
"1793","sv","d_fr_eco",976,30000,"SVM",3,"rbf",0.813539721926819,0.821781239888274,0.813536259241781,0.817637964700346
"1794","sv","d_fr_eco",976,30000,"SVM",3,"linear",0.79918704950963,0.81352676734063,0.799197734780557,0.806298594442914
"1795","sv","d_fr_eco",976,30000,"SVM",3,"sigmoid",0.743843396746623,0.748887279749887,0.743858738398616,0.746364539372168
"1796","sv","d_fr_eco",976,30000,"SVM",3,"poly",0.645460632557407,0.709302389794997,0.64545068428504,0.675871819916827
"1797","sv","d_fr_eco",976,30000,"SVM",5,"rbf",0.814052542439639,0.822212488286822,0.814047506685543,0.818109625746742
"1798","sv","d_fr_eco",976,30000,"SVM",5,"linear",0.814049391468746,0.829740193416332,0.814066383514236,0.821828563032166
"1799","sv","d_fr_eco",976,30000,"SVM",5,"sigmoid",0.731040214266021,0.734313146118858,0.731050810130565,0.732678346659622
"1800","sv","d_fr_eco",976,30000,"SVM",5,"poly",0.649047225176257,0.711617803477095,0.649037281736668,0.678888411653026
"1801","uk","d_fr_wel",2110,30000,"SVM",1,"rbf",0.777540867093106,0.784618667417993,0.777596825294194,0.781091965477258
"1802","uk","d_fr_wel",2110,30000,"SVM",1,"linear",0.728500355366027,0.744509306406854,0.728591143476012,0.736464219974456
"1803","uk","d_fr_wel",2110,30000,"SVM",1,"sigmoid",0.762615493958778,0.772495755517827,0.762683062847537,0.767558048361294
"1804","uk","d_fr_wel",2110,30000,"SVM",1,"poly",0.689410092395167,0.752186463546398,0.689587239751713,0.719527878735784
"1805","uk","d_fr_wel",2110,30000,"SVM",3,"rbf",0.79317697228145,0.797721724145005,0.793220815013578,0.795464902855632
"1806","uk","d_fr_wel",2110,30000,"SVM",3,"linear",0.776119402985075,0.786027722324758,0.776185463274279,0.781075588688137
"1807","uk","d_fr_wel",2110,30000,"SVM",3,"sigmoid",0.747690120824449,0.753332699714045,0.747743033104875,0.750527459082195
"1808","uk","d_fr_wel",2110,30000,"SVM",3,"poly",0.727078891257996,0.762358669733975,0.727209079593948,0.744369159157544
"1809","uk","d_fr_wel",2110,30000,"SVM",5,"rbf",0.794598436389481,0.79835294117647,0.794638238717186,0.796491258782119
"1810","uk","d_fr_wel",2110,30000,"SVM",5,"linear",0.792466240227434,0.801521399562637,0.792527762511315,0.796999209953908
"1811","uk","d_fr_wel",2110,30000,"SVM",5,"sigmoid",0.733475479744137,0.737630459992269,0.733522323160481,0.735570655670349
"1812","uk","d_fr_wel",2110,30000,"SVM",5,"poly",0.732764747690121,0.760077715296645,0.732879784688995,0.746231011048695
"1813","uk","d_fr_wel",2110,30000,"SVM",1,"rbf",0.78997867803838,0.797602379399965,0.789977814237683,0.793771787824372
"1814","uk","d_fr_wel",2110,30000,"SVM",1,"linear",0.746624022743426,0.7610259473809,0.746631219287469,0.753759864728435
"1815","uk","d_fr_wel",2110,30000,"SVM",1,"sigmoid",0.784292821606254,0.792080518065876,0.784302562879865,0.788172352057438
"1816","uk","d_fr_wel",2110,30000,"SVM",1,"poly",0.707178393745558,0.764611018925014,0.70718986405664,0.734780320873785
"1817","uk","d_fr_wel",2110,30000,"SVM",3,"rbf",0.812366737739872,0.816255298105656,0.812371189221518,0.81430861206084
"1818","uk","d_fr_wel",2110,30000,"SVM",3,"linear",0.791755508173419,0.800641120323381,0.79176045438381,0.796176024056202
"1819","uk","d_fr_wel",2110,30000,"SVM",3,"sigmoid",0.76545842217484,0.768812206008903,0.765473963047976,0.767139452915807
"1820","uk","d_fr_wel",2110,30000,"SVM",3,"poly",0.749466950959488,0.781411905475961,0.749477179781456,0.765111459482776
"1821","uk","d_fr_wel",2110,30000,"SVM",5,"rbf",0.812011371712864,0.815183097798493,0.812015570444847,0.813596251145469
"1822","uk","d_fr_wel",2110,30000,"SVM",5,"linear",0.814854299928927,0.821769942721024,0.814864056640372,0.818302429757741
"1823","uk","d_fr_wel",2110,30000,"SVM",5,"sigmoid",0.753020611229567,0.755137983029953,0.753040944652787,0.75408800593413
"1824","uk","d_fr_wel",2110,30000,"SVM",5,"poly",0.759772565742715,0.78446874140469,0.75978254720031,0.771928329205924
"1825","uk","d_fr_wel",2110,30000,"SVM",1,"rbf",0.777482229171153,0.78846948591058,0.777481653304022,0.782937020363213
"1826","uk","d_fr_wel",2110,30000,"SVM",1,"linear",0.72913863251648,0.747939485425332,0.729143430212509,0.738421866803473
"1827","uk","d_fr_wel",2110,30000,"SVM",1,"sigmoid",0.769187153711898,0.779641308999809,0.769193647894306,0.774382241115252
"1828","uk","d_fr_wel",2110,30000,"SVM",1,"poly",0.690039270557731,0.753930133440983,0.690046917431786,0.720575391728612
"1829","uk","d_fr_wel",2110,30000,"SVM",3,"rbf",0.805209878265652,0.812048902133778,0.805212845920083,0.808616426252903
"1830","uk","d_fr_wel",2110,30000,"SVM",3,"linear",0.777244307487827,0.791274667584424,0.777247604961421,0.784198415300045
"1831","uk","d_fr_wel",2110,30000,"SVM",3,"sigmoid",0.754971333133156,0.760333290356291,0.754981693715246,0.757648041991748
"1832","uk","d_fr_wel",2110,30000,"SVM",3,"poly",0.72961144288717,0.769362163397983,0.729618262101815,0.748963328721473
"1833","uk","d_fr_wel",2110,30000,"SVM",5,"rbf",0.805210046765428,0.811279250331771,0.805212845920083,0.808234665063006
"1834","uk","d_fr_wel",2110,30000,"SVM",5,"linear",0.802126669369403,0.813207416165635,0.8021331738437,0.807632334328212
"1835","uk","d_fr_wel",2110,30000,"SVM",5,"sigmoid",0.736959212607288,0.741148743121365,0.736972768222768,0.739054856709694
"1836","uk","d_fr_wel",2110,30000,"SVM",5,"poly",0.73885264458713,0.771424686073051,0.738859298892194,0.754790898101434
"1837","es","d_fr_eco",1274,30000,"SVM",1,"rbf",0.674117647058823,0.690034804466573,0.674117647058823,0.681983363744358
"1838","es","d_fr_eco",1274,30000,"SVM",1,"linear",0.661176470588235,0.67186771277946,0.661176470588235,0.666479218889
"1839","es","d_fr_eco",1274,30000,"SVM",1,"sigmoid",0.684705882352941,0.689270376526786,0.684705882352941,0.686980547574119
"1840","es","d_fr_eco",1274,30000,"SVM",1,"poly",0.64,0.67684926812552,0.64,0.657909059275936
"1841","es","d_fr_eco",1274,30000,"SVM",3,"rbf",0.687058823529412,0.712873532802843,0.687058823529412,0.699728166946565
"1842","es","d_fr_eco",1274,30000,"SVM",3,"linear",0.663529411764706,0.684737536666062,0.663529411764706,0.673966673211193
"1843","es","d_fr_eco",1274,30000,"SVM",3,"sigmoid",0.674117647058823,0.680680669179152,0.674117647058823,0.677383261561236
"1844","es","d_fr_eco",1274,30000,"SVM",3,"poly",0.652941176470588,0.694794663507644,0.652941176470588,0.673218046948272
"1845","es","d_fr_eco",1274,30000,"SVM",5,"rbf",0.694117647058824,0.720091143626537,0.694117647058824,0.706865879457191
"1846","es","d_fr_eco",1274,30000,"SVM",5,"linear",0.669411764705882,0.693886861313869,0.669411764705882,0.681429614132998
"1847","es","d_fr_eco",1274,30000,"SVM",5,"sigmoid",0.670588235294118,0.672792323955115,0.670588235294118,0.671688471497057
"1848","es","d_fr_eco",1274,30000,"SVM",5,"poly",0.647058823529412,0.686784943287696,0.647058823529412,0.6663302981606
"1849","es","d_fr_eco",1274,30000,"SVM",1,"rbf",0.721039977828587,0.733309701116768,0.721091842397336,0.727149453029994
"1850","es","d_fr_eco",1274,30000,"SVM",1,"linear",0.69749047322109,0.704908280508971,0.697529134295227,0.701199294129796
"1851","es","d_fr_eco",1274,30000,"SVM",1,"sigmoid",0.687464837525116,0.693352952481675,0.687520810210877,0.690424565273516
"1852","es","d_fr_eco",1274,30000,"SVM",1,"poly",0.68866902237927,0.718356328051831,0.688755549389567,0.703244589597911
"1853","es","d_fr_eco",1274,30000,"SVM",3,"rbf",0.741644841682256,0.759578758279734,0.741698113207547,0.750531953896664
"1854","es","d_fr_eco",1274,30000,"SVM",3,"linear",0.723990854292247,0.736510113751591,0.724024694783574,0.730214038306739
"1855","es","d_fr_eco",1274,30000,"SVM",3,"sigmoid",0.652135384189011,0.658654288077948,0.652198945615982,0.655410722067431
"1856","es","d_fr_eco",1274,30000,"SVM",3,"poly",0.705151389177579,0.736843465628841,0.70523307436182,0.720691819301368
"1857","es","d_fr_eco",1274,30000,"SVM",5,"rbf",0.755186032009977,0.771837157118205,0.755230299667037,0.763443428611437
"1858","es","d_fr_eco",1274,30000,"SVM",5,"linear",0.742244162682741,0.757362733739281,0.742283573806881,0.749747342209007
"1859","es","d_fr_eco",1274,30000,"SVM",5,"sigmoid",0.638592115291346,0.64168860504174,0.638647336293008,0.640164358601469
"1860","es","d_fr_eco",1274,30000,"SVM",5,"poly",0.709866278666944,0.738601592626835,0.709938956714761,0.723986697280506
"1861","es","d_fr_eco",1274,30000,"SVM",1,"rbf",0.74099956119079,0.750499928336218,0.741010913799482,0.745725236440848
"1862","es","d_fr_eco",1274,30000,"SVM",1,"linear",0.721766322547865,0.727026016022968,0.721780429152793,0.724393726432716
"1863","es","d_fr_eco",1274,30000,"SVM",1,"sigmoid",0.709585902676736,0.714090672169707,0.709606918238994,0.711841734698859
"1864","es","d_fr_eco",1274,30000,"SVM",1,"poly",0.71510011778563,0.739400472399891,0.715114687384388,0.727054832141505
"1865","es","d_fr_eco",1274,30000,"SVM",3,"rbf",0.765729462574193,0.778447731794692,0.765748242693304,0.772045766856786
"1866","es","d_fr_eco",1274,30000,"SVM",3,"linear",0.747285618605511,0.756093454149976,0.747294672586015,0.751668315340712
"1867","es","d_fr_eco",1274,30000,"SVM",3,"sigmoid",0.662083188988198,0.667743651939048,0.662096744358121,0.664908208903365
"1868","es","d_fr_eco",1274,30000,"SVM",3,"poly",0.731192406291138,0.755804155533972,0.731209766925638,0.743303572430991
"1869","es","d_fr_eco",1274,30000,"SVM",5,"rbf",0.775149541559851,0.786892878791789,0.775163706992231,0.780984256884494
"1870","es","d_fr_eco",1274,30000,"SVM",5,"linear",0.766914247442204,0.777230215714198,0.766931187569367,0.772046356145093
"1871","es","d_fr_eco",1274,30000,"SVM",5,"sigmoid",0.641275780041109,0.644325011646345,0.641284683684795,0.642801252642078
"1872","es","d_fr_eco",1274,30000,"SVM",5,"poly",0.733550428416361,0.755985259838231,0.733562708102109,0.744605217727934
"1873","uk","d_fr_sec",4109,30000,"SVM",1,"rbf",0.726642335766423,0.741055718475073,0.726642335766423,0.733778254525354
"1874","uk","d_fr_sec",4109,30000,"SVM",1,"linear",0.713868613138686,0.731898073687908,0.713868613138686,0.722770925050549
"1875","uk","d_fr_sec",4109,30000,"SVM",1,"sigmoid",0.704744525547445,0.723513646031998,0.704744525547445,0.714005760787711
"1876","uk","d_fr_sec",4109,30000,"SVM",1,"poly",0.693430656934307,0.736745388339385,0.693430656934307,0.714432101303632
"1877","uk","d_fr_sec",4109,30000,"SVM",3,"rbf",0.735766423357664,0.751829062864219,0.735766423357664,0.74371102316916
"1878","uk","d_fr_sec",4109,30000,"SVM",3,"linear",0.720802919708029,0.741718970819911,0.720802919708029,0.731111381282416
"1879","uk","d_fr_sec",4109,30000,"SVM",3,"sigmoid",0.672262773722628,0.681685768809748,0.672262773722628,0.676941480937153
"1880","uk","d_fr_sec",4109,30000,"SVM",3,"poly",0.70985401459854,0.743460485999979,0.70985401459854,0.726268691966018
"1881","uk","d_fr_sec",4109,30000,"SVM",5,"rbf",0.736496350364964,0.751632082466933,0.736496350364964,0.743987243763183
"1882","uk","d_fr_sec",4109,30000,"SVM",5,"linear",0.725912408759124,0.746622008723363,0.725912408759124,0.736121579706843
"1883","uk","d_fr_sec",4109,30000,"SVM",5,"sigmoid",0.656934306569343,0.663673805967495,0.656934306569343,0.660286859322669
"1884","uk","d_fr_sec",4109,30000,"SVM",5,"poly",0.710583941605839,0.740473567042323,0.710583941605839,0.725220913420668
"1885","uk","d_fr_sec",4109,30000,"SVM",1,"rbf",0.74557746580216,0.756587093008058,0.745592712459945,0.751049669067167
"1886","uk","d_fr_sec",4109,30000,"SVM",1,"linear",0.730245734097638,0.745562603368742,0.730265844854521,0.737834949714487
"1887","uk","d_fr_sec",4109,30000,"SVM",1,"sigmoid",0.719111948790517,0.732324309215495,0.719128193097418,0.725666263840191
"1888","uk","d_fr_sec",4109,30000,"SVM",1,"poly",0.708526208350322,0.747141529136525,0.708559313900604,0.727339125760363
"1889","uk","d_fr_sec",4109,30000,"SVM",3,"rbf",0.751599896600336,0.763475971619724,0.751615143452784,0.75749913153474
"1890","uk","d_fr_sec",4109,30000,"SVM",3,"linear",0.741197370770407,0.757232811080104,0.741215816329251,0.749138710462712
"1891","uk","d_fr_sec",4109,30000,"SVM",3,"sigmoid",0.685711525598079,0.691838289520346,0.685722302495828,0.688766719364889
"1892","uk","d_fr_sec",4109,30000,"SVM",3,"poly",0.725135112447134,0.752369243827265,0.725160887855699,0.738514548231451
"1893","uk","d_fr_sec",4109,30000,"SVM",5,"rbf",0.750139376350791,0.761232400003192,0.75015408977729,0.755652643443063
"1894","uk","d_fr_sec",4109,30000,"SVM",5,"linear",0.744664857172552,0.760344256344598,0.744682836318267,0.752432059400587
"1895","uk","d_fr_sec",4109,30000,"SVM",5,"sigmoid",0.667276937877589,0.671324587030059,0.667284847483111,0.669298621566839
"1896","uk","d_fr_sec",4109,30000,"SVM",5,"poly",0.725134979200145,0.749135015527602,0.725159155012183,0.736952130321639
"1897","uk","d_fr_sec",4109,30000,"SVM",1,"rbf",0.747386315889526,0.758885279223195,0.747383228562948,0.753090338359849
"1898","uk","d_fr_sec",4109,30000,"SVM",1,"linear",0.730836817742103,0.746857689032012,0.730834128664075,0.738759031975684
"1899","uk","d_fr_sec",4109,30000,"SVM",1,"sigmoid",0.721345412617069,0.735316972396184,0.721340812108222,0.728261843883508
"1900","uk","d_fr_sec",4109,30000,"SVM",1,"poly",0.710150489149698,0.750610433919432,0.710147353903519,0.729818479016541
"1901","uk","d_fr_sec",4109,30000,"SVM",3,"rbf",0.76040698960407,0.771262294030135,0.760406480657023,0.765795916661817
"1902","uk","d_fr_sec",4109,30000,"SVM",3,"linear",0.744466252535024,0.761900846899284,0.74446192098589,0.753080440085139
"1903","uk","d_fr_sec",4109,30000,"SVM",3,"sigmoid",0.683987798129035,0.688207367265219,0.683992080460812,0.686093249351284
"1904","uk","d_fr_sec",4109,30000,"SVM",3,"poly",0.729133521478082,0.757541466519329,0.729130077009343,0.743064290461892
"1905","uk","d_fr_sec",4109,30000,"SVM",5,"rbf",0.759920105105225,0.770118676693659,0.759919507197077,0.764985098330204
"1906","uk","d_fr_sec",4109,30000,"SVM",5,"linear",0.753106253814195,0.768622256564754,0.753104189215848,0.760784098808929
"1907","uk","d_fr_sec",4109,30000,"SVM",5,"sigmoid",0.668047105475652,0.672253907842392,0.668042544418555,0.67014160983978
"1908","uk","d_fr_sec",4109,30000,"SVM",5,"poly",0.729498529397395,0.753528717490775,0.729496195742004,0.741317732274117
"1909","es","d_fr_sec",2303,30000,"SVM",1,"rbf",0.6328125,0.652838802825145,0.6328125,0.642669678792328
"1910","es","d_fr_sec",2303,30000,"SVM",1,"linear",0.626953125,0.645624553917841,0.626953125,0.636151864615023
"1911","es","d_fr_sec",2303,30000,"SVM",1,"sigmoid",0.604817708333333,0.614851521934998,0.604817708333333,0.609793342708456
"1912","es","d_fr_sec",2303,30000,"SVM",1,"poly",0.608723958333333,0.642760780856591,0.608723958333333,0.62527951725198
"1913","es","d_fr_sec",2303,30000,"SVM",3,"rbf",0.624348958333333,0.651070556854345,0.624348958333333,0.637429832510752
"1914","es","d_fr_sec",2303,30000,"SVM",3,"linear",0.612630208333333,0.637199787690598,0.612630208333333,0.624673499475479
"1915","es","d_fr_sec",2303,30000,"SVM",3,"sigmoid",0.593098958333333,0.597955164534065,0.593098958333333,0.595517161489519
"1916","es","d_fr_sec",2303,30000,"SVM",3,"poly",0.600260416666667,0.632313062155994,0.600260416666667,0.615869980451108
"1917","es","d_fr_sec",2303,30000,"SVM",5,"rbf",0.623046875,0.649488666206655,0.623046875,0.635993055949168
"1918","es","d_fr_sec",2303,30000,"SVM",5,"linear",0.622395833333333,0.652231856675326,0.622395833333333,0.636964649589919
"1919","es","d_fr_sec",2303,30000,"SVM",5,"sigmoid",0.596354166666667,0.600070432455275,0.596354166666667,0.598206527934651
"1920","es","d_fr_sec",2303,30000,"SVM",5,"poly",0.591145833333333,0.620693990445059,0.591145833333333,0.605559677157028
"1921","es","d_fr_sec",2303,30000,"SVM",1,"rbf",0.709891592019544,0.722429633623656,0.709912979411126,0.716116617565443
"1922","es","d_fr_sec",2303,30000,"SVM",1,"linear",0.701098712337134,0.713159403737915,0.701121370463929,0.707089154613092
"1923","es","d_fr_sec",2303,30000,"SVM",1,"sigmoid",0.628467486088491,0.634701098246095,0.628487783843981,0.631579160164875
"1924","es","d_fr_sec",2303,30000,"SVM",1,"poly",0.690029731609663,0.716199231008006,0.690070638445241,0.702892199187684
"1925","es","d_fr_sec",2303,30000,"SVM",3,"rbf",0.721946466137351,0.737285857548557,0.721964465178183,0.729544727917336
"1926","es","d_fr_sec",2303,30000,"SVM",3,"linear",0.708920967358849,0.723575278503115,0.708941085397653,0.716183432504847
"1927","es","d_fr_sec",2303,30000,"SVM",3,"sigmoid",0.601109739752986,0.604146646817704,0.601126633121469,0.602632856394991
"1928","es","d_fr_sec",2303,30000,"SVM",3,"poly",0.699153009636265,0.719574577299641,0.699180553292047,0.70923098742407
"1929","es","d_fr_sec",2303,30000,"SVM",5,"rbf",0.722272623167752,0.737166080809356,0.722289137195784,0.729651785007236
"1930","es","d_fr_sec",2303,30000,"SVM",5,"linear",0.721947102334419,0.739100442472517,0.721966162809648,0.730432833730732
"1931","es","d_fr_sec",2303,30000,"SVM",5,"sigmoid",0.597851350434311,0.600099444445634,0.59786548307801,0.598980380819627
"1932","es","d_fr_sec",2303,30000,"SVM",5,"poly",0.699155978555917,0.717513896958802,0.699180553292047,0.708228599867189
"1933","es","d_fr_sec",2303,30000,"SVM",1,"rbf",0.723423927795874,0.738752878339452,0.723408017800232,0.730999928632621
"1934","es","d_fr_sec",2303,30000,"SVM",1,"linear",0.710178728963084,0.724700282850306,0.710163380052151,0.71735819325534
"1935","es","d_fr_sec",2303,30000,"SVM",1,"sigmoid",0.639173763798408,0.646327799990566,0.639162207554686,0.642725032510829
"1936","es","d_fr_sec",2303,30000,"SVM",1,"poly",0.705622426936301,0.733847974503606,0.705612030095611,0.719453069090605
"1937","es","d_fr_sec",2303,30000,"SVM",3,"rbf",0.744924137034021,0.758345501688222,0.744916725517891,0.751571133372672
"1938","es","d_fr_sec",2303,30000,"SVM",3,"linear",0.726685639477018,0.741251314422099,0.726674260738085,0.733890409764179
"1939","es","d_fr_sec",2303,30000,"SVM",3,"sigmoid",0.605951552886355,0.608531011745825,0.605949745581631,0.607237635542863
"1940","es","d_fr_sec",2303,30000,"SVM",3,"poly",0.721042288726022,0.741160978822044,0.721032182565551,0.730958032501454
"1941","es","d_fr_sec",2303,30000,"SVM",5,"rbf",0.747095972448426,0.759423326261634,0.747090259669709,0.753206310669003
"1942","es","d_fr_sec",2303,30000,"SVM",5,"linear",0.741884387441187,0.757105545842533,0.741875701687672,0.749413255167809
"1943","es","d_fr_sec",2303,30000,"SVM",5,"sigmoid",0.598133256424177,0.599917843630651,0.598132435625815,0.599023809265977
