"","language","target","observations_per_class","top_k_words","classifier","C","kernel","Accuracy","Precision","Recall","F1"
"833","uk","d_fr_lab",2553,10000,"SVM",3,"rbf",0.732667450058754,0.743437933425797,0.732667450058754,0.738013398032877
"834","uk","d_fr_lab",2553,10000,"SVM",3,"linear",0.698589894242068,0.716537484040375,0.698589894242068,0.707449877485638
"835","uk","d_fr_lab",2553,10000,"SVM",3,"sigmoid",0.598707403055229,0.599849145155883,0.598707403055229,0.599277730295159
"836","uk","d_fr_lab",2553,10000,"SVM",3,"poly",0.696827262044653,0.727847443674523,0.696827262044653,0.711999643604104
"837","uk","d_fr_lab",2553,10000,"SVM",5,"rbf",0.734430082256169,0.743244927696119,0.734430082256169,0.738811213166508
"838","uk","d_fr_lab",2553,10000,"SVM",5,"linear",0.715041128084606,0.730292499704247,0.715041128084606,0.722586346543564
"839","uk","d_fr_lab",2553,10000,"SVM",5,"sigmoid",0.59048178613396,0.591228671032701,0.59048178613396,0.590854992553832
"840","uk","d_fr_lab",2553,10000,"SVM",5,"poly",0.710340775558167,0.736912419748171,0.710340775558167,0.723382669266191
"841","uk","d_fr_lab",2553,10000,"SVM",1,"rbf",0.72737955346651,0.741432242795909,0.72737955346651,0.734338674380049
"842","uk","d_fr_lab",2553,10000,"SVM",1,"linear",0.67743830787309,0.705338433177284,0.677438307873091,0.691106901735295
"843","uk","d_fr_lab",2553,10000,"SVM",1,"sigmoid",0.640716803760282,0.644542307161025,0.640716803760282,0.642623862259903
"844","uk","d_fr_lab",2553,10000,"SVM",1,"poly",0.680376028202115,0.725795572032159,0.680376028202115,0.702352271235816
"845","uk","d_fr_lab",2553,10000,"SVM",3,"rbf",0.739424206815511,0.749678329085413,0.739424206815511,0.744515962448997
"846","uk","d_fr_lab",2553,10000,"SVM",3,"linear",0.712984723854289,0.732324958448162,0.712984723854289,0.722525441660332
"847","uk","d_fr_lab",2553,10000,"SVM",3,"sigmoid",0.606345475910693,0.607866929945417,0.606345475910693,0.607105249708351
"848","uk","d_fr_lab",2553,10000,"SVM",3,"poly",0.706227967097532,0.735903300060073,0.706227967097532,0.720760312764223
"849","uk","d_fr_lab",2553,10000,"SVM",5,"rbf",0.74529964747356,0.754710260271466,0.74529964747356,0.749975434189751
"850","uk","d_fr_lab",2553,10000,"SVM",5,"linear",0.729142185663925,0.743953649676634,0.729142185663925,0.736473455622076
"851","uk","d_fr_lab",2553,10000,"SVM",5,"sigmoid",0.599882491186839,0.600916396023483,0.599882491186839,0.600398998501813
"852","uk","d_fr_lab",2553,10000,"SVM",5,"poly",0.715628672150411,0.741794107051903,0.715628672150411,0.728476512668618
"853","uk","d_fr_lab",2553,10000,"SVM",1,"rbf",0.72307089698394,0.734427853216445,0.72307089698394,0.728705127907922
"854","uk","d_fr_lab",2553,10000,"SVM",1,"linear",0.67978848413631,0.706280643785334,0.67978848413631,0.692781389530798
"855","uk","d_fr_lab",2553,10000,"SVM",1,"sigmoid",0.63924794359577,0.642256147317886,0.63924794359577,0.640748514726923
"856","uk","d_fr_lab",2553,10000,"SVM",1,"poly",0.68096357226792,0.721760460369103,0.68096357226792,0.700768747065253
"857","uk","d_fr_lab",2553,10000,"SVM",3,"rbf",0.747551899725813,0.755338456340527,0.747551899725813,0.751425006746665
"858","uk","d_fr_lab",2553,10000,"SVM",3,"linear",0.712299255777517,0.729390753962532,0.712299255777517,0.720743693454868
"859","uk","d_fr_lab",2553,10000,"SVM",3,"sigmoid",0.613200156678418,0.614447580491145,0.613200156678417,0.613823234825551
"860","uk","d_fr_lab",2553,10000,"SVM",3,"poly",0.708773991382687,0.734886213318217,0.708773991382687,0.721593949780689
"861","uk","d_fr_lab",2553,10000,"SVM",5,"rbf",0.755385820603212,0.762563302728068,0.755385820603212,0.758957592635236
"862","uk","d_fr_lab",2553,10000,"SVM",5,"linear",0.72855464159812,0.741352396906915,0.72855464159812,0.734897807382088
"863","uk","d_fr_lab",2553,10000,"SVM",5,"sigmoid",0.605562083822953,0.606365562523911,0.605562083822953,0.605963556829965
"864","uk","d_fr_lab",2553,10000,"SVM",5,"poly",0.720720720720721,0.742955181911891,0.720720720720721,0.731669071285019
"865","sv","d_fr_eco",976,20000,"SVM",1,"rbf",0.769585253456221,0.777792359288422,0.769716847569608,0.773733532830782
"866","sv","d_fr_eco",976,20000,"SVM",1,"linear",0.731182795698925,0.738502111757722,0.731316658801321,0.734891821639968
"867","sv","d_fr_eco",976,20000,"SVM",1,"sigmoid",0.766513056835638,0.771463991235657,0.766616328456819,0.769032520507084
"868","sv","d_fr_eco",976,20000,"SVM",1,"poly",0.66973886328725,0.728482697426797,0.670127418593676,0.698087657060292
"869","sv","d_fr_eco",976,20000,"SVM",3,"rbf",0.795698924731183,0.799986598767087,0.79579046720151,0.797883016073293
"870","sv","d_fr_eco",976,20000,"SVM",3,"linear",0.775729646697389,0.786087620389946,0.775875412930628,0.780948132649601
"871","sv","d_fr_eco",976,20000,"SVM",3,"sigmoid",0.741935483870968,0.746032735925087,0.742033978291647,0.744027984344344
"872","sv","d_fr_eco",976,20000,"SVM",3,"poly",0.698924731182796,0.756281254551634,0.699287399716848,0.726668509106901
"873","sv","d_fr_eco",976,20000,"SVM",5,"rbf",0.795698924731183,0.79914089347079,0.795781028787164,0.797457422181228
"874","sv","d_fr_eco",976,20000,"SVM",5,"linear",0.803379416282642,0.814012303485988,0.803520528551203,0.808732389710411
"875","sv","d_fr_eco",976,20000,"SVM",5,"sigmoid",0.705069124423963,0.707082833133253,0.705143935818782,0.70611205348482
"876","sv","d_fr_eco",976,20000,"SVM",5,"poly",0.697388632872504,0.747964207934855,0.697734780556866,0.721976907561217
"877","sv","d_fr_eco",976,20000,"SVM",1,"rbf",0.768817204301075,0.780447301838725,0.768794242567249,0.774576946309318
"878","sv","d_fr_eco",976,20000,"SVM",1,"linear",0.734254992319509,0.742531536265054,0.734247286455875,0.73836617538435
"879","sv","d_fr_eco",976,20000,"SVM",1,"sigmoid",0.76036866359447,0.766724229799109,0.76035394053799,0.763525798165285
"880","sv","d_fr_eco",976,20000,"SVM",1,"poly",0.660522273425499,0.741272544057946,0.66047192071732,0.698543441050733
"881","sv","d_fr_eco",976,20000,"SVM",3,"rbf",0.80184331797235,0.808197940078871,0.801826333176026,0.804999528937242
"882","sv","d_fr_eco",976,20000,"SVM",3,"linear",0.773425499231951,0.785796525316109,0.77341198678622,0.779555071867841
"883","sv","d_fr_eco",976,20000,"SVM",3,"sigmoid",0.735023041474654,0.739093459584524,0.735021236432279,0.737051723275995
"884","sv","d_fr_eco",976,20000,"SVM",3,"poly",0.687403993855607,0.755452017808361,0.68737140160453,0.719805494337215
"885","sv","d_fr_eco",976,20000,"SVM",5,"rbf",0.802611367127496,0.808402355567304,0.802590844738084,0.805486117905434
"886","sv","d_fr_eco",976,20000,"SVM",5,"linear",0.804915514592934,0.817247811661223,0.804905615856536,0.811029760802797
"887","sv","d_fr_eco",976,20000,"SVM",5,"sigmoid",0.701228878648233,0.702814920840131,0.701236432279377,0.702024789260963
"888","sv","d_fr_eco",976,20000,"SVM",5,"poly",0.69047619047619,0.752492037742262,0.69044360547428,0.720133733021225
"889","sv","d_fr_eco",976,20000,"SVM",1,"rbf",0.774596084918666,0.786583203598859,0.774580777096115,0.780535852259581
"890","sv","d_fr_eco",976,20000,"SVM",1,"linear",0.719759738469416,0.730432743928879,0.719754601226994,0.725054359474032
"891","sv","d_fr_eco",976,20000,"SVM",1,"sigmoid",0.752040647524518,0.758858779420546,0.752030832153532,0.755429377504415
"892","sv","d_fr_eco",976,20000,"SVM",1,"poly",0.631630233565717,0.710595798798976,0.631596665093598,0.668771355561532
"893","sv","d_fr_eco",976,20000,"SVM",3,"rbf",0.810972468391823,0.817553042541429,0.810961145194274,0.814243752531632
"894","sv","d_fr_eco",976,20000,"SVM",3,"linear",0.775616999487967,0.788007022783645,0.775607991190813,0.781758346553533
"895","sv","d_fr_eco",976,20000,"SVM",3,"sigmoid",0.724374335342077,0.729908460235836,0.724373131980494,0.72713026174568
"896","sv","d_fr_eco",976,20000,"SVM",3,"poly",0.659807790775533,0.73231032388122,0.659786062608149,0.694159039402949
"897","sv","d_fr_eco",976,20000,"SVM",5,"rbf",0.811484501161921,0.817490244766877,0.811470819568979,0.814469410514837
"898","sv","d_fr_eco",976,20000,"SVM",5,"linear",0.804302650754264,0.817149310241781,0.804296051596665,0.810671736785771
"899","sv","d_fr_eco",976,20000,"SVM",5,"sigmoid",0.691588483201386,0.694743102614832,0.691593518955482,0.693164733054802
"900","sv","d_fr_eco",976,20000,"SVM",5,"poly",0.664420024420024,0.73010319219531,0.664398301085418,0.695702834093635
"901","de","d_fr_eco",2668,20000,"SVM",1,"rbf",0.720629567172569,0.735430845728215,0.720699940597313,0.727990880774175
"902","de","d_fr_eco",2668,20000,"SVM",1,"linear",0.682967959527825,0.694003038267705,0.683034845363431,0.688475260644187
"903","de","d_fr_eco",2668,20000,"SVM",1,"sigmoid",0.605958403597527,0.606021193995878,0.605964914498047,0.605993052940272
"904","de","d_fr_eco",2668,20000,"SVM",1,"poly",0.664980326025857,0.725948068927828,0.665126199112751,0.694207478252516
"905","de","d_fr_eco",2668,20000,"SVM",3,"rbf",0.722315907813378,0.743087156533632,0.722397972725319,0.73259652345918
"906","de","d_fr_eco",2668,20000,"SVM",3,"linear",0.708825182686903,0.726127999562208,0.708902819731803,0.717412029699969
"907","de","d_fr_eco",2668,20000,"SVM",3,"sigmoid",0.591343451377178,0.59135086965315,0.591340478507602,0.591345674034728
"908","de","d_fr_eco",2668,20000,"SVM",3,"poly",0.688026981450253,0.739074193030352,0.688156747260525,0.712707212690203
"909","de","d_fr_eco",2668,20000,"SVM",5,"rbf",0.723440134907251,0.743279436768517,0.72352030434398,0.733266783774452
"910","de","d_fr_eco",2668,20000,"SVM",5,"linear",0.709387296233839,0.728144099994494,0.709467777202007,0.718684624550077
"911","de","d_fr_eco",2668,20000,"SVM",5,"sigmoid",0.58628442945475,0.586364084929365,0.586275451523616,0.586319764876834
"912","de","d_fr_eco",2668,20000,"SVM",5,"poly",0.688026981450253,0.734223071839894,0.688151691712693,0.710441245061408
"913","de","d_fr_eco",2668,20000,"SVM",1,"rbf",0.754075323215289,0.763101985220297,0.754095625687238,0.758572073763889
"914","de","d_fr_eco",2668,20000,"SVM",1,"linear",0.720067453625632,0.728218882731752,0.720080951959657,0.724127054014623
"915","de","d_fr_eco",2668,20000,"SVM",1,"sigmoid",0.601180438448567,0.601522660044886,0.601172255153499,0.601347406554
"916","de","d_fr_eco",2668,20000,"SVM",1,"poly",0.702079820123665,0.745512414729815,0.70210879538934,0.723159925807752
"917","de","d_fr_eco",2668,20000,"SVM",3,"rbf",0.769814502529511,0.781163609295072,0.76984460509852,0.775462805076403
"918","de","d_fr_eco",2668,20000,"SVM",3,"linear",0.743676222596965,0.75390231854165,0.743700155458096,0.748766486746254
"919","de","d_fr_eco",2668,20000,"SVM",3,"sigmoid",0.580944350758853,0.5812124338381,0.580930473578443,0.581071419503533
"920","de","d_fr_eco",2668,20000,"SVM",3,"poly",0.725969645868465,0.759130109040954,0.726001630414176,0.742196375201602
"921","de","d_fr_eco",2668,20000,"SVM",5,"rbf",0.770657672849916,0.781212215459199,0.770688881586431,0.77591486952368
"922","de","d_fr_eco",2668,20000,"SVM",5,"linear",0.754918493535694,0.765619156870415,0.75494558966646,0.760244911845924
"923","de","d_fr_eco",2668,20000,"SVM",5,"sigmoid",0.575885328836425,0.57608279680487,0.575870818114028,0.57597678795564
"924","de","d_fr_eco",2668,20000,"SVM",5,"poly",0.727374929735807,0.756104803288424,0.727408968541854,0.741479351945641
"925","de","d_fr_eco",2668,20000,"SVM",1,"rbf",0.75037342507566,0.757919887836634,0.750386960056959,0.754134613118942
"926","de","d_fr_eco",2668,20000,"SVM",1,"linear",0.711953480519825,0.718974858820877,0.711962479409175,0.715451486858438
"927","de","d_fr_eco",2668,20000,"SVM",1,"sigmoid",0.605886321545389,0.606428237186355,0.605880866015344,0.606154428028735
"928","de","d_fr_eco",2668,20000,"SVM",1,"poly",0.692650138800104,0.735945090981562,0.692669455643887,0.71365181988118
"929","de","d_fr_eco",2668,20000,"SVM",3,"rbf",0.771739852080041,0.781039851878783,0.771759920459381,0.776372156538809
"930","de","d_fr_eco",2668,20000,"SVM",3,"linear",0.739878636586953,0.74844154766106,0.739894591827707,0.744143528764668
"931","de","d_fr_eco",2668,20000,"SVM",3,"sigmoid",0.587896158848609,0.58835191500742,0.587886907395002,0.588119319284469
"932","de","d_fr_eco",2668,20000,"SVM",3,"poly",0.7243247207927,0.757242311231475,0.724346043823174,0.740428973384856
"933","de","d_fr_eco",2668,20000,"SVM",5,"rbf",0.774176731281271,0.782643780725604,0.774197537105615,0.77839774745043
"934","de","d_fr_eco",2668,20000,"SVM",5,"linear",0.753560210538607,0.762728018091399,0.753578274625784,0.758125540522657
"935","de","d_fr_eco",2668,20000,"SVM",5,"sigmoid",0.582461235347268,0.58275374508541,0.582451561532337,0.582602614124835
"936","de","d_fr_eco",2668,20000,"SVM",5,"poly",0.727698772054842,0.756127674799663,0.727721464592207,0.741652671173057
"937","es","d_fr_wel",1036,20000,"SVM",1,"rbf",0.661360347322721,0.685294569622928,0.66161933484125,0.673248877781261
"938","es","d_fr_wel",1036,20000,"SVM",1,"linear",0.61794500723589,0.626224107990046,0.618128508000335,0.622149973522811
"939","es","d_fr_wel",1036,20000,"SVM",1,"sigmoid",0.59479015918958,0.599709685932964,0.594948479517467,0.59731959503778
"940","es","d_fr_wel",1036,20000,"SVM",1,"poly",0.6410998552822,0.693780837636259,0.641476082767865,0.666604017886865
"941","es","d_fr_wel",1036,20000,"SVM",3,"rbf",0.678726483357453,0.698938349785807,0.678956186646561,0.688802378011177
"942","es","d_fr_wel",1036,20000,"SVM",3,"linear",0.657018813314038,0.67823370803585,0.657267320097177,0.66758593559973
"943","es","d_fr_wel",1036,20000,"SVM",3,"sigmoid",0.577424023154848,0.578229652932819,0.577494345312893,0.577861765210046
"944","es","d_fr_wel",1036,20000,"SVM",3,"poly",0.65123010130246,0.691961633138104,0.651562369104465,0.671154605744747
"945","es","d_fr_wel",1036,20000,"SVM",5,"rbf",0.688856729377713,0.71431623120158,0.68910530283991,0.701484323684427
"946","es","d_fr_wel",1036,20000,"SVM",5,"linear",0.664254703328509,0.689524223122949,0.664517885565888,0.676790146858601
"947","es","d_fr_wel",1036,20000,"SVM",5,"sigmoid",0.58465991316932,0.584839711312521,0.584690458239089,0.584765075252117
"948","es","d_fr_wel",1036,20000,"SVM",5,"poly",0.659913169319826,0.701606273319421,0.660241266649912,0.680295555839342
"949","es","d_fr_wel",1036,20000,"SVM",1,"rbf",0.713458755426918,0.730150539737252,0.713520985172154,0.72173998509806
"950","es","d_fr_wel",1036,20000,"SVM",1,"linear",0.6794500723589,0.686272149267389,0.67948814610036,0.682863298937017
"951","es","d_fr_wel",1036,20000,"SVM",1,"sigmoid",0.642547033285094,0.646289481546283,0.642583982575186,0.644431405423556
"952","es","d_fr_wel",1036,20000,"SVM",1,"poly",0.69753979739508,0.733581179913298,0.697631314400603,0.715154744380278
"953","es","d_fr_wel",1036,20000,"SVM",3,"rbf",0.746020260492041,0.759093557972638,0.746085699924604,0.75253342156664
"954","es","d_fr_wel",1036,20000,"SVM",3,"linear",0.715629522431259,0.728716966638224,0.715705369858423,0.722152562933769
"955","es","d_fr_wel",1036,20000,"SVM",3,"sigmoid",0.569464544138929,0.570123807590826,0.569464689620508,0.569794057994539
"956","es","d_fr_wel",1036,20000,"SVM",3,"poly",0.725036179450072,0.752811994540372,0.725123565384937,0.738708415099299
"957","es","d_fr_wel",1036,20000,"SVM",5,"rbf",0.756874095513748,0.771937797363336,0.756955265141996,0.764373119881633
"958","es","d_fr_wel",1036,20000,"SVM",5,"linear",0.741678726483358,0.757336611621245,0.741760911451788,0.749467845374614
"959","es","d_fr_wel",1036,20000,"SVM",5,"sigmoid",0.56657018813314,0.566796110316427,0.566555667253079,0.566675863279492
"960","es","d_fr_wel",1036,20000,"SVM",5,"poly",0.733719247467439,0.760594190015573,0.733812934573176,0.746963588986141
"961","es","d_fr_wel",1036,20000,"SVM",1,"rbf",0.724431440816013,0.743595661871273,0.724472927312837,0.733909750350837
"962","es","d_fr_wel",1036,20000,"SVM",1,"linear",0.690164782538784,0.702219285153991,0.69019016503309,0.696152764899338
"963","es","d_fr_wel",1036,20000,"SVM",1,"sigmoid",0.661698022190063,0.670442221935068,0.661722655050124,0.666053901917291
"964","es","d_fr_wel",1036,20000,"SVM",1,"poly",0.704640058166768,0.740739146461987,0.704701069503784,0.722270852809098
"965","es","d_fr_wel",1036,20000,"SVM",3,"rbf",0.765462782357012,0.778405367150841,0.765506408645388,0.771902004271753
"966","es","d_fr_wel",1036,20000,"SVM",3,"linear",0.733608087417941,0.747575075496759,0.733658652369384,0.740551490444399
"967","es","d_fr_wel",1036,20000,"SVM",3,"sigmoid",0.584957039087788,0.587770821668955,0.584957136075508,0.586360603483009
"968","es","d_fr_wel",1036,20000,"SVM",3,"poly",0.742294651034348,0.769275106350312,0.742352908324258,0.75557426424589
"969","es","d_fr_wel",1036,20000,"SVM",5,"rbf",0.782360508120277,0.794690479259282,0.782414621205775,0.788504773869715
"970","es","d_fr_wel",1036,20000,"SVM",5,"linear",0.757254416689388,0.772329214189356,0.757309206668342,0.764745467306666
"971","es","d_fr_wel",1036,20000,"SVM",5,"sigmoid",0.575781091605668,0.57736161836557,0.575771411018961,0.576565418218858
"972","es","d_fr_wel",1036,20000,"SVM",5,"poly",0.753880464495201,0.778294581976896,0.753942922565692,0.765925243329527
"973","sv","d_fr_sec",1821,20000,"SVM",1,"rbf",0.682042833607908,0.703719114944798,0.682042833607908,0.692711442571039
"974","sv","d_fr_sec",1821,20000,"SVM",1,"linear",0.6499176276771,0.674796207690945,0.6499176276771,0.662123303552811
"975","sv","d_fr_sec",1821,20000,"SVM",1,"sigmoid",0.706754530477759,0.722610715799009,0.706754530477759,0.714594675493933
"976","sv","d_fr_sec",1821,20000,"SVM",1,"poly",0.627677100494234,0.699372332625565,0.627677100494234,0.661588011648206
"977","sv","d_fr_sec",1821,20000,"SVM",3,"rbf",0.739703459637562,0.755739912261651,0.739703459637562,0.74763570214788
"978","sv","d_fr_sec",1821,20000,"SVM",3,"linear",0.696869851729819,0.719785597197856,0.696869851729819,0.708142382505511
"979","sv","d_fr_sec",1821,20000,"SVM",3,"sigmoid",0.712520593080725,0.722573108058941,0.712520593080725,0.717511642744272
"980","sv","d_fr_sec",1821,20000,"SVM",3,"poly",0.653212520593081,0.707748189365836,0.653212520593081,0.679387693322613
"981","sv","d_fr_sec",1821,20000,"SVM",5,"rbf",0.737232289950577,0.752881544229968,0.737232289950577,0.744974742442308
"982","sv","d_fr_sec",1821,20000,"SVM",5,"linear",0.724876441515651,0.742584606195817,0.724876441515651,0.733623679760339
"983","sv","d_fr_sec",1821,20000,"SVM",5,"sigmoid",0.696046128500824,0.703084233018443,0.696046128500824,0.69954747872251
"984","sv","d_fr_sec",1821,20000,"SVM",5,"poly",0.6499176276771,0.694655493219813,0.6499176276771,0.671542280876669
"985","sv","d_fr_sec",1821,20000,"SVM",1,"rbf",0.733525535420099,0.751779323108106,0.733525535420099,0.742540263481083
"986","sv","d_fr_sec",1821,20000,"SVM",1,"linear",0.699341021416804,0.719755547065361,0.699341021416804,0.7094014468564
"987","sv","d_fr_sec",1821,20000,"SVM",1,"sigmoid",0.75,0.761770487133016,0.75,0.755839421674717
"988","sv","d_fr_sec",1821,20000,"SVM",1,"poly",0.630148270181219,0.716893492805114,0.630148270181219,0.670727822712499
"989","sv","d_fr_sec",1821,20000,"SVM",3,"rbf",0.781301482701812,0.793373650931396,0.781301482701812,0.787291291479345
"990","sv","d_fr_sec",1821,20000,"SVM",3,"linear",0.74835255354201,0.765192506201267,0.74835255354201,0.756678847822419
"991","sv","d_fr_sec",1821,20000,"SVM",3,"sigmoid",0.735172981878089,0.740234236797715,0.735172981878089,0.737694928242596
"992","sv","d_fr_sec",1821,20000,"SVM",3,"poly",0.659802306425041,0.724781844517256,0.659802306425041,0.690767307053207
"993","sv","d_fr_sec",1821,20000,"SVM",5,"rbf",0.78006589785832,0.791944466915554,0.78006589785832,0.785960303419848
"994","sv","d_fr_sec",1821,20000,"SVM",5,"linear",0.772652388797364,0.787798896427011,0.772652388797364,0.780152132886012
"995","sv","d_fr_sec",1821,20000,"SVM",5,"sigmoid",0.728171334431631,0.732848250134633,0.728171334431631,0.73050230657222
"996","sv","d_fr_sec",1821,20000,"SVM",5,"poly",0.667215815485997,0.72185516374305,0.667215815485997,0.693460865487104
"997","sv","d_fr_sec",1821,20000,"SVM",1,"rbf",0.765238879736409,0.778040880423298,0.765238879736409,0.771586781728596
"998","sv","d_fr_sec",1821,20000,"SVM",1,"linear",0.733388248215266,0.748313491052967,0.733388248215266,0.740775698340238
"999","sv","d_fr_sec",1821,20000,"SVM",1,"sigmoid",0.770730367929709,0.77928827604546,0.770730367929709,0.774985697177779
"1000","sv","d_fr_sec",1821,20000,"SVM",1,"poly",0.624656781987919,0.706282653739995,0.624656781987919,0.662966680249912
"1001","sv","d_fr_sec",1821,20000,"SVM",3,"rbf",0.798736957715541,0.80811549556215,0.798736957715541,0.80339885730199
"1002","sv","d_fr_sec",1821,20000,"SVM",3,"linear",0.774848984074684,0.787190513481783,0.774848984074684,0.780970994137796
"1003","sv","d_fr_sec",1821,20000,"SVM",3,"sigmoid",0.740527182866557,0.745096444799842,0.740527182866557,0.742804787102396
"1004","sv","d_fr_sec",1821,20000,"SVM",3,"poly",0.652114222954421,0.712232607564243,0.652114222954421,0.68084889128667
"1005","sv","d_fr_sec",1821,20000,"SVM",5,"rbf",0.797913234486546,0.807245600083468,0.797913234486546,0.802552288179227
"1006","sv","d_fr_sec",1821,20000,"SVM",5,"linear",0.791872597473915,0.803541521314666,0.791872597473915,0.797664385902187
"1007","sv","d_fr_sec",1821,20000,"SVM",5,"sigmoid",0.725425590334981,0.730344857343247,0.725425590334981,0.727876912368052
"1008","sv","d_fr_sec",1821,20000,"SVM",5,"poly",0.657880285557386,0.70904226731493,0.657880285557386,0.682503816054859
"1009","de","d_fr_lab",3611,20000,"SVM",1,"rbf",0.654485049833887,0.676592489788194,0.654485049833887,0.665355182121073
"1010","de","d_fr_lab",3611,20000,"SVM",1,"linear",0.612956810631229,0.629121390382765,0.612956810631229,0.62093391645404
"1011","de","d_fr_lab",3611,20000,"SVM",1,"sigmoid",0.563953488372093,0.564237092715158,0.563953488372093,0.564095254897421
"1012","de","d_fr_lab",3611,20000,"SVM",1,"poly",0.627491694352159,0.677050851322081,0.627491694352159,0.651329904520803
"1013","de","d_fr_lab",3611,20000,"SVM",3,"rbf",0.670681063122924,0.697968166284874,0.670681063122924,0.684052599792053
"1014","de","d_fr_lab",3611,20000,"SVM",3,"linear",0.632475083056478,0.65593486785105,0.632475083056478,0.643991393781945
"1015","de","d_fr_lab",3611,20000,"SVM",3,"sigmoid",0.561046511627907,0.5610870082939,0.561046511627907,0.561066759230162
"1016","de","d_fr_lab",3611,20000,"SVM",3,"poly",0.643272425249169,0.690818759388652,0.643272425249169,0.666198328685009
"1017","de","d_fr_lab",3611,20000,"SVM",5,"rbf",0.674003322259136,0.702403277123129,0.674003322259136,0.687910305805227
"1018","de","d_fr_lab",3611,20000,"SVM",5,"linear",0.635382059800664,0.660713174333323,0.635382059800664,0.647800079175268
"1019","de","d_fr_lab",3611,20000,"SVM",5,"sigmoid",0.56063122923588,0.560644783797882,0.56063122923588,0.560638006434954
"1020","de","d_fr_lab",3611,20000,"SVM",5,"poly",0.642441860465116,0.685679665124477,0.642441860465116,0.663356946270578
"1021","de","d_fr_lab",3611,20000,"SVM",1,"rbf",0.710291964052797,0.727700057944682,0.71031412332955,0.718901990587903
"1022","de","d_fr_lab",3611,20000,"SVM",1,"linear",0.668755098294426,0.684872462481668,0.668781914261964,0.676731556227282
"1023","de","d_fr_lab",3611,20000,"SVM",1,"sigmoid",0.56095472507512,0.561527015212197,0.560967114329348,0.56124692513129
"1024","de","d_fr_lab",3611,20000,"SVM",1,"poly",0.679138452078448,0.72190602702204,0.679176574068704,0.699889730770589
"1025","de","d_fr_lab",3611,20000,"SVM",3,"rbf",0.73563135000766,0.752632419729339,0.735646694448817,0.744042628072015
"1026","de","d_fr_lab",3611,20000,"SVM",3,"linear",0.700117890510375,0.717535232279879,0.700138841710784,0.708730300753771
"1027","de","d_fr_lab",3611,20000,"SVM",3,"sigmoid",0.554515777625337,0.554828381232143,0.5545269577993,0.554677628565774
"1028","de","d_fr_lab",3611,20000,"SVM",3,"poly",0.702192922221593,0.739026986599686,0.70222422901771,0.720155723394738
"1029","de","d_fr_lab",3611,20000,"SVM",5,"rbf",0.740200664037753,0.757015263027241,0.740214110349818,0.748520419658938
"1030","de","d_fr_lab",3611,20000,"SVM",5,"linear",0.709049567499003,0.726021418540215,0.709067413139355,0.717444269321748
"1031","de","d_fr_lab",3611,20000,"SVM",5,"sigmoid",0.551815406890479,0.552011178341922,0.55182486060596,0.55191800374955
"1032","de","d_fr_lab",3611,20000,"SVM",5,"poly",0.707594008753539,0.739793022298077,0.707621864497118,0.723349915157528
"1033","de","d_fr_lab",3611,20000,"SVM",1,"rbf",0.710198797251096,0.726117510537621,0.71019686847849,0.718068954353107
"1034","de","d_fr_lab",3611,20000,"SVM",1,"linear",0.66159632228076,0.676840786026623,0.661594099837155,0.669130602159052
"1035","de","d_fr_lab",3611,20000,"SVM",1,"sigmoid",0.56383271659211,0.564308817329307,0.56383646365813,0.564072541606636
"1036","de","d_fr_lab",3611,20000,"SVM",1,"poly",0.670041892854957,0.712153586704425,0.670035413496528,0.690452785937611
"1037","de","d_fr_lab",3611,20000,"SVM",3,"rbf",0.741078703633413,0.755455318992061,0.7410759737791,0.748196564780086
"1038","de","d_fr_lab",3611,20000,"SVM",3,"linear",0.696076377913993,0.713224006318705,0.696070593173765,0.704542907242841
"1039","de","d_fr_lab",3611,20000,"SVM",3,"sigmoid",0.557878265266358,0.558178794102554,0.557881090923485,0.558029902807631
"1040","de","d_fr_lab",3611,20000,"SVM",3,"poly",0.69316669818235,0.729430034737785,0.693159243824731,0.710832253442533
"1041","de","d_fr_lab",3611,20000,"SVM",5,"rbf",0.744678852884329,0.758570298266499,0.744675663186073,0.751558766057174
"1042","de","d_fr_lab",3611,20000,"SVM",5,"linear",0.712001747395125,0.727891410579292,0.711996770716251,0.719856361760328
"1043","de","d_fr_lab",3611,20000,"SVM",5,"sigmoid",0.555247108263504,0.55545295983713,0.555249128010538,0.555351025220613
"1044","de","d_fr_lab",3611,20000,"SVM",5,"poly",0.697736817357642,0.728992706208508,0.69772930630235,0.713018472753765
"1045","pl","d_fr_lab",815,20000,"SVM",1,"rbf",0.847426470588235,0.849928527670002,0.847426470588235,0.848675654998207
"1046","pl","d_fr_lab",815,20000,"SVM",1,"linear",0.823529411764706,0.843769747802608,0.823529411764706,0.833526725045629
"1047","pl","d_fr_lab",815,20000,"SVM",1,"sigmoid",0.862132352941177,0.864740317201007,0.862132352941176,0.863434365766203
"1048","pl","d_fr_lab",815,20000,"SVM",1,"poly",0.685661764705882,0.797993274758651,0.685661764705882,0.737575059485412
"1049","pl","d_fr_lab",815,20000,"SVM",3,"rbf",0.862132352941177,0.863552479815456,0.862132352941177,0.862841832042086
"1050","pl","d_fr_lab",815,20000,"SVM",3,"linear",0.867647058823529,0.874202069117323,0.867647058823529,0.870912229905649
"1051","pl","d_fr_lab",815,20000,"SVM",3,"sigmoid",0.886029411764706,0.88655189215527,0.886029411764706,0.886290574957664
