"","language","target","observations_per_class","top_k_words","classifier","n_estimators","criterion","Accuracy","Precision","Recall","F1"
"497","uk","d_fr_eco",1996,10000,"Random Forest",50,"entropy",0.602954983250764,0.610336717188,0.60296838191575,0.606630175804033
"498","uk","d_fr_eco",1996,10000,"Random Forest",100,"entropy",0.6142309191461,0.621484719261266,0.614251093198462,0.617846734493361
"499","uk","d_fr_eco",1996,10000,"Random Forest",200,"entropy",0.620489616226893,0.627881114375131,0.620505844190055,0.62417169332515
"500","uk","d_fr_eco",1996,10000,"Random Forest",300,"entropy",0.615478591294163,0.621787239924865,0.6154936891779,0.61862445816994
"501","uk","d_fr_eco",1996,10000,"Random Forest",50,"gini",0.60746663804515,0.613480650194928,0.607480036427405,0.610465597805442
"502","uk","d_fr_eco",1996,10000,"Random Forest",100,"gini",0.624751774251557,0.629603176242739,0.624766495819127,0.627175511236958
"503","uk","d_fr_eco",1996,10000,"Random Forest",200,"gini",0.631016496914714,0.636271508379893,0.631033665244192,0.633641762662783
"504","uk","d_fr_eco",1996,10000,"Random Forest",300,"gini",0.618739937748202,0.623203471241141,0.618757855599961,0.620972706852982
"505","es","d_fr_wel",1036,10000,"Random Forest",50,"entropy",0.383502170767004,0.320391495981333,0.383932311300997,0.349295725350908
"506","es","d_fr_wel",1036,10000,"Random Forest",100,"entropy",0.387843704775687,0.313850728765287,0.388301080673536,0.347128855929712
"507","es","d_fr_wel",1036,10000,"Random Forest",200,"entropy",0.386396526772793,0.312576321047957,0.386851805311217,0.345770235819327
"508","es","d_fr_wel",1036,10000,"Random Forest",300,"entropy",0.367583212735166,0.298938287989383,0.368007036943956,0.329896288284403
"509","es","d_fr_wel",1036,10000,"Random Forest",50,"gini",0.374819102749638,0.310932104407881,0.3752408477842,0.3400729395952
"510","es","d_fr_wel",1036,10000,"Random Forest",100,"gini",0.377713458755427,0.307299947005829,0.378151964480188,0.339064131845469
"511","es","d_fr_wel",1036,10000,"Random Forest",200,"gini",0.366136034732272,0.303690696241528,0.366545195610287,0.332170708886735
"512","es","d_fr_wel",1036,10000,"Random Forest",300,"gini",0.357452966714906,0.288879348962222,0.35786629806484,0.31969347973413
"513","es","d_fr_wel",1036,10000,"Random Forest",50,"entropy",0.511577424023155,0.479030196726162,0.511730334254838,0.494840630048354
"514","es","d_fr_wel",1036,10000,"Random Forest",100,"entropy",0.526772793053546,0.492233389016264,0.52693097093072,0.50899153815063
"515","es","d_fr_wel",1036,10000,"Random Forest",200,"entropy",0.531114327062229,0.498069647672639,0.531270419703443,0.514134597781883
"516","es","d_fr_wel",1036,10000,"Random Forest",300,"entropy",0.52821997105644,0.493773984898985,0.528388623607272,0.510495207088678
"517","es","d_fr_wel",1036,10000,"Random Forest",50,"gini",0.520260492040521,0.487288082330615,0.520430175085868,0.503314135946567
"518","es","d_fr_wel",1036,10000,"Random Forest",100,"gini",0.534732272069464,0.500424515627769,0.534912457066265,0.517094075244142
"519","es","d_fr_wel",1036,10000,"Random Forest",200,"gini",0.526049204052098,0.492324274567983,0.526225182206585,0.508710557678107
"520","es","d_fr_wel",1036,10000,"Random Forest",300,"gini",0.531837916063676,0.50003581487984,0.531999246041719,0.515522556515453
"521","es","d_fr_wel",1036,10000,"Random Forest",50,"entropy",0.56856687430525,0.550091852906071,0.568671637206445,0.559227463839674
"522","es","d_fr_wel",1036,10000,"Random Forest",100,"entropy",0.567125289260821,0.549812805685635,0.56722934293932,0.558385297981082
"523","es","d_fr_wel",1036,10000,"Random Forest",200,"entropy",0.579675188937128,0.564140084382514,0.579784144536595,0.571855142069287
"524","es","d_fr_wel",1036,10000,"Random Forest",300,"entropy",0.575328761089788,0.558148417177696,0.575444695763871,0.566664603810912
"525","es","d_fr_wel",1036,10000,"Random Forest",50,"gini",0.563753434426058,0.545269926197516,0.563850492865321,0.554404573834986
"526","es","d_fr_wel",1036,10000,"Random Forest",100,"gini",0.572438599802848,0.552586149305538,0.572541956382117,0.562387080002217
"527","es","d_fr_wel",1036,10000,"Random Forest",200,"gini",0.584507505051141,0.566978141242198,0.584622043506185,0.575664929454272
"528","es","d_fr_wel",1036,10000,"Random Forest",300,"gini",0.5903032082608,0.57056194090082,0.590421937393538,0.580322074832926
"529","sv","d_fr_eco",976,10000,"Random Forest",50,"entropy",0.662058371735791,0.673102871873364,0.662251061821614,0.667632873001495
"530","sv","d_fr_eco",976,10000,"Random Forest",100,"entropy",0.686635944700461,0.699993938046839,0.686833411986786,0.693351230529338
"531","sv","d_fr_eco",976,10000,"Random Forest",200,"entropy",0.686635944700461,0.702128854400653,0.686847569608306,0.694404150943086
"532","sv","d_fr_eco",976,10000,"Random Forest",300,"entropy",0.691244239631336,0.703250891890808,0.691429919773478,0.697290310003538
"533","sv","d_fr_eco",976,10000,"Random Forest",50,"gini",0.665130568356375,0.67058961069327,0.665266635205286,0.667917517740771
"534","sv","d_fr_eco",976,10000,"Random Forest",100,"gini",0.675883256528418,0.686357369777618,0.676064181217555,0.681171892623686
"535","sv","d_fr_eco",976,10000,"Random Forest",200,"gini",0.688172043010753,0.695053279890507,0.688315243039169,0.691667851831448
"536","sv","d_fr_eco",976,10000,"Random Forest",300,"gini",0.688172043010753,0.694595622659176,0.688310523831996,0.691438790834821
"537","sv","d_fr_eco",976,10000,"Random Forest",50,"entropy",0.672043010752688,0.684543370266566,0.672026899480887,0.678227392917994
"538","sv","d_fr_eco",976,10000,"Random Forest",100,"entropy",0.681259600614439,0.697074096537829,0.68124115148655,0.689066686126479
"539","sv","d_fr_eco",976,10000,"Random Forest",200,"entropy",0.681259600614439,0.692453389969915,0.681245870693723,0.686803911268002
"540","sv","d_fr_eco",976,10000,"Random Forest",300,"entropy",0.680491551459293,0.692710749904417,0.680481359131666,0.68654159819045
"541","sv","d_fr_eco",976,10000,"Random Forest",50,"gini",0.668202764976959,0.678582740235283,0.66818310523832,0.673342770096892
"542","sv","d_fr_eco",976,10000,"Random Forest",100,"gini",0.69047619047619,0.700539303346872,0.69045068428504,0.695458408277785
"543","sv","d_fr_eco",976,10000,"Random Forest",200,"gini",0.688172043010753,0.696639457214875,0.688152430391694,0.692369936420897
"544","sv","d_fr_eco",976,10000,"Random Forest",300,"gini",0.688172043010753,0.697441011676664,0.688154789995281,0.692766782845787
"545","sv","d_fr_eco",976,10000,"Random Forest",50,"entropy",0.672123360510457,0.684544283845077,0.672123643227938,0.678277106471392
"546","sv","d_fr_eco",976,10000,"Random Forest",100,"entropy",0.671107172397495,0.682084079433066,0.671086990718893,0.676540848944693
"547","sv","d_fr_eco",976,10000,"Random Forest",200,"entropy",0.682887864823349,0.693897851350372,0.68287085103036,0.688340191726308
"548","sv","d_fr_eco",976,10000,"Random Forest",300,"entropy",0.679814880460042,0.68963501022942,0.679801793298726,0.684683098143286
"549","sv","d_fr_eco",976,10000,"Random Forest",50,"gini",0.668545433061562,0.677702397938388,0.668540191914425,0.673090117031777
"550","sv","d_fr_eco",976,10000,"Random Forest",100,"gini",0.672639331994171,0.67872135675653,0.672609721566777,0.675651718682982
"551","sv","d_fr_eco",976,10000,"Random Forest",200,"gini",0.688524164008035,0.696126380990403,0.68850873053327,0.692296601288703
"552","sv","d_fr_eco",976,10000,"Random Forest",300,"gini",0.695186104218362,0.701808184168613,0.695173824130879,0.698475250642239
"553","uk","d_fr_lab",2553,10000,"Random Forest",50,"entropy",0.609283196239718,0.622656685884322,0.609283196239718,0.615897352201204
"554","uk","d_fr_lab",2553,10000,"Random Forest",100,"entropy",0.611633372502938,0.623620744492153,0.611633372502938,0.61756889350735
"555","uk","d_fr_lab",2553,10000,"Random Forest",200,"entropy",0.609283196239718,0.620250337308099,0.609283196239718,0.614717854654014
"556","uk","d_fr_lab",2553,10000,"Random Forest",300,"entropy",0.615746180963572,0.628071596091703,0.615746180963572,0.621847820153763
"557","uk","d_fr_lab",2553,10000,"Random Forest",50,"gini",0.596357226792009,0.605379039565086,0.596357226792009,0.600834268383088
"558","uk","d_fr_lab",2553,10000,"Random Forest",100,"gini",0.602820211515864,0.612195544573103,0.602820211515864,0.607471706962136
"559","uk","d_fr_lab",2553,10000,"Random Forest",200,"gini",0.608695652173913,0.617751550100598,0.608695652173913,0.613190167456985
"560","uk","d_fr_lab",2553,10000,"Random Forest",300,"gini",0.605757931844888,0.61497928301207,0.605757931844888,0.610333778754333
"561","uk","d_fr_lab",2553,10000,"Random Forest",50,"entropy",0.649236192714454,0.663713503361361,0.649236192714454,0.656395030614516
"562","uk","d_fr_lab",2553,10000,"Random Forest",100,"entropy",0.656580493537015,0.671435289325784,0.656580493537015,0.663924810732821
"563","uk","d_fr_lab",2553,10000,"Random Forest",200,"entropy",0.658930669800235,0.673072661577185,0.658930669800235,0.665926592328641
"564","uk","d_fr_lab",2553,10000,"Random Forest",300,"entropy",0.66304347826087,0.67667685287679,0.66304347826087,0.669790797022613
"565","uk","d_fr_lab",2553,10000,"Random Forest",50,"gini",0.650705052878966,0.661002460532572,0.650705052878966,0.655813337403714
"566","uk","d_fr_lab",2553,10000,"Random Forest",100,"gini",0.649236192714454,0.660236163364451,0.649236192714454,0.654689976470653
"567","uk","d_fr_lab",2553,10000,"Random Forest",200,"gini",0.656874265569918,0.666471219076523,0.656874265569918,0.661637943581064
"568","uk","d_fr_lab",2553,10000,"Random Forest",300,"gini",0.654524089306698,0.664600497502889,0.654524089306698,0.659523808032315
"569","uk","d_fr_lab",2553,10000,"Random Forest",50,"entropy",0.619271445358402,0.63170782853286,0.619271445358402,0.625427819923683
"570","uk","d_fr_lab",2553,10000,"Random Forest",100,"entropy",0.627888758323541,0.641835591137189,0.627888758323541,0.634785577732909
"571","uk","d_fr_lab",2553,10000,"Random Forest",200,"entropy",0.627105366235801,0.640366941344272,0.627105366235801,0.633666775795225
"572","uk","d_fr_lab",2553,10000,"Random Forest",300,"entropy",0.629455542499021,0.642430957134853,0.629455542499021,0.635877064121507
"573","uk","d_fr_lab",2553,10000,"Random Forest",50,"gini",0.631414022718371,0.642417827931452,0.631414022718371,0.636868397965195
"574","uk","d_fr_lab",2553,10000,"Random Forest",100,"gini",0.625342734038386,0.635346585810509,0.625342734038386,0.630304968523599
"575","uk","d_fr_lab",2553,10000,"Random Forest",200,"gini",0.626909518213866,0.636051750179214,0.626909518213866,0.631447545135379
"576","uk","d_fr_lab",2553,10000,"Random Forest",300,"gini",0.631609870740306,0.641189984949072,0.631609870740306,0.636363874026863
"577","sv","d_fr_eco",976,20000,"Random Forest",50,"entropy",0.674347158218126,0.683897243107769,0.674521000471921,0.679176762858278
"578","sv","d_fr_eco",976,20000,"Random Forest",100,"entropy",0.665130568356375,0.672260476096793,0.665285512033978,0.668754807728576
"579","sv","d_fr_eco",976,20000,"Random Forest",200,"entropy",0.680491551459293,0.687788221903884,0.680641812175554,0.684196356541654
"580","sv","d_fr_eco",976,20000,"Random Forest",300,"entropy",0.683563748079877,0.691471571906354,0.683718735252478,0.687573299703676
"581","sv","d_fr_eco",976,20000,"Random Forest",50,"gini",0.66973886328725,0.674047388781431,0.669858423784804,0.671946377764683
"582","sv","d_fr_eco",976,20000,"Random Forest",100,"gini",0.683563748079877,0.687672382201477,0.683676262387919,0.685668499933759
"583","sv","d_fr_eco",976,20000,"Random Forest",200,"gini",0.680491551459293,0.684533338476672,0.680604058518169,0.682563043666989
"584","sv","d_fr_eco",976,20000,"Random Forest",300,"gini",0.683563748079877,0.687672382201477,0.683676262387919,0.685668499933759
"585","sv","d_fr_eco",976,20000,"Random Forest",50,"entropy",0.660522273425499,0.669778429705496,0.660519112789052,0.665116547272178
"586","sv","d_fr_eco",976,20000,"Random Forest",100,"entropy",0.678955453149002,0.688487368921724,0.678949976403964,0.683685412690696
"587","sv","d_fr_eco",976,20000,"Random Forest",200,"entropy",0.67741935483871,0.687685620749998,0.677397357243983,0.682502719058578
"588","sv","d_fr_eco",976,20000,"Random Forest",300,"entropy",0.695852534562212,0.705042052836341,0.695837659273242,0.70040961760529
"589","sv","d_fr_eco",976,20000,"Random Forest",50,"gini",0.67741935483871,0.683568875258989,0.677402076451156,0.680471504429934
"590","sv","d_fr_eco",976,20000,"Random Forest",100,"gini",0.689708141321045,0.696049012253063,0.689683813119396,0.692851793793154
"591","sv","d_fr_eco",976,20000,"Random Forest",200,"gini",0.685867895545315,0.692550092482107,0.685861255309108,0.689189444871231
"592","sv","d_fr_eco",976,20000,"Random Forest",300,"gini",0.685867895545315,0.692209314175344,0.685842378480415,0.689011137928202
"593","sv","d_fr_eco",976,20000,"Random Forest",50,"entropy",0.662390799164993,0.673559978515629,0.662376907346232,0.66792163642304
"594","sv","d_fr_eco",976,20000,"Random Forest",100,"entropy",0.669059829059829,0.68051034892078,0.669053012427245,0.674733046218126
"595","sv","d_fr_eco",976,20000,"Random Forest",200,"entropy",0.676227500098468,0.687561810546989,0.67621362277804,0.681840501643644
"596","sv","d_fr_eco",976,20000,"Random Forest",300,"entropy",0.680330064201032,0.692409986661653,0.680322479156835,0.686313015023998
"597","sv","d_fr_eco",976,20000,"Random Forest",50,"gini",0.668550159517901,0.676870734222515,0.66854333805254,0.672681265065112
"598","sv","d_fr_eco",976,20000,"Random Forest",100,"gini",0.685964000157549,0.693531375372408,0.685941481831052,0.689715548711391
"599","sv","d_fr_eco",976,20000,"Random Forest",200,"gini",0.683399109850723,0.69120759142799,0.683394683026585,0.687278933882064
"600","sv","d_fr_eco",976,20000,"Random Forest",300,"gini",0.685451179644728,0.692203627999748,0.685439672801636,0.688805045561872
"601","de","d_fr_eco",2668,20000,"Random Forest",50,"entropy",0.480044969083755,0.470816486239729,0.480204370521101,0.475464092713508
"602","de","d_fr_eco",2668,20000,"Random Forest",100,"entropy",0.46486790331647,0.448149924857679,0.46502824787351,0.456433104873519
"603","de","d_fr_eco",2668,20000,"Random Forest",200,"entropy",0.468802698145025,0.455551071522934,0.468957040482299,0.462156858367785
"604","de","d_fr_eco",2668,20000,"Random Forest",300,"entropy",0.465992130410343,0.450739740741286,0.466149315605212,0.458315038680576
"605","de","d_fr_eco",2668,20000,"Random Forest",50,"gini",0.458122540753232,0.439940469909286,0.458277827631097,0.448921967831472
"606","de","d_fr_eco",2668,20000,"Random Forest",100,"gini",0.458684654300169,0.441473933904793,0.458837729553469,0.449988388935948
"607","de","d_fr_eco",2668,20000,"Random Forest",200,"gini",0.449128724002249,0.426732071254848,0.4492846399818,0.437718053875412
"608","de","d_fr_eco",2668,20000,"Random Forest",300,"gini",0.467116357504216,0.453542815523879,0.467269119449956,0.460303660266347
"609","de","d_fr_eco",2668,20000,"Random Forest",50,"entropy",0.603709949409781,0.596836555168535,0.603775862286877,0.600286154802483
"610","de","d_fr_eco",2668,20000,"Random Forest",100,"entropy",0.608206857785273,0.601483257404732,0.608274667913702,0.604859899648454
"611","de","d_fr_eco",2668,20000,"Random Forest",200,"entropy",0.611298482293423,0.602828156856477,0.611369927073723,0.6070689966869
"612","de","d_fr_eco",2668,20000,"Random Forest",300,"entropy",0.611017425519955,0.602771656761338,0.61108776431036,0.606901223857916
"613","de","d_fr_eco",2668,20000,"Random Forest",50,"gini",0.603709949409781,0.597959921502298,0.603778390060793,0.600855070112461
"614","de","d_fr_eco",2668,20000,"Random Forest",100,"gini",0.614109050028106,0.607450242983545,0.614183023470381,0.610798080059524
"615","de","d_fr_eco",2668,20000,"Random Forest",200,"gini",0.606239460370995,0.597445244061536,0.606310587581047,0.601845270365439
"616","de","d_fr_eco",2668,20000,"Random Forest",300,"gini",0.613265879707701,0.604313476742679,0.613340326841167,0.608793442354413
"617","de","d_fr_eco",2668,20000,"Random Forest",50,"entropy",0.625757467500374,0.624132731058175,0.625800777711775,0.624965641373915
"618","de","d_fr_eco",2668,20000,"Random Forest",100,"entropy",0.632692519674501,0.630389344224345,0.632737621280486,0.631561299913602
"619","de","d_fr_eco",2668,20000,"Random Forest",200,"entropy",0.632505570024657,0.628364523460419,0.632550987306362,0.630450805480965
"620","de","d_fr_eco",2668,20000,"Random Forest",300,"entropy",0.63850281783917,0.635113499981847,0.6385502374001,0.636827232002444
"621","de","d_fr_eco",2668,20000,"Random Forest",50,"gini",0.629695529205561,0.62545705728373,0.629746000851017,0.627594201552991
"622","de","d_fr_eco",2668,20000,"Random Forest",100,"gini",0.642813619629755,0.638993449005952,0.642861566461496,0.640921671530538
"623","de","d_fr_eco",2668,20000,"Random Forest",200,"gini",0.634380019529599,0.62930261050329,0.634429123325876,0.631855468689621
"624","de","d_fr_eco",2668,20000,"Random Forest",300,"gini",0.64075222047497,0.636114530135307,0.640802694606994,0.638450006141362
"625","es","d_fr_wel",1036,20000,"Random Forest",50,"entropy",0.402315484804631,0.339905928439405,0.402768702354025,0.368676844592684
"626","es","d_fr_wel",1036,20000,"Random Forest",100,"entropy",0.399421128798842,0.340747402078337,0.399861774315155,0.367945375594243
"627","es","d_fr_wel",1036,20000,"Random Forest",200,"entropy",0.396526772793054,0.332360959651036,0.396975789561867,0.361806132816969
"628","es","d_fr_wel",1036,20000,"Random Forest",300,"entropy",0.397973950795948,0.333744686685863,0.398425064924185,0.363227921307892
"629","es","d_fr_wel",1036,20000,"Random Forest",50,"gini",0.380607814761216,0.31591262639357,0.381037949233476,0.345432527090364
"630","es","d_fr_wel",1036,20000,"Random Forest",100,"gini",0.384949348769899,0.323565441650548,0.385377398006199,0.351776761151545
"631","es","d_fr_wel",1036,20000,"Random Forest",200,"gini",0.395079594790159,0.33656340907304,0.395513948228198,0.363665182166931
"632","es","d_fr_wel",1036,20000,"Random Forest",300,"gini",0.384949348769899,0.321681785006777,0.385381586663316,0.350662307435839
"633","es","d_fr_wel",1036,20000,"Random Forest",50,"entropy",0.545586107091172,0.518676357907331,0.545748513026724,0.531868164301057
"634","es","d_fr_wel",1036,20000,"Random Forest",100,"entropy",0.557163531114327,0.529943749678502,0.557342715925274,0.543298014050832
"635","es","d_fr_wel",1036,20000,"Random Forest",200,"entropy",0.552821997105644,0.524666757816966,0.552990701181201,0.538456512074613
"636","es","d_fr_wel",1036,20000,"Random Forest",300,"entropy",0.554992764109986,0.524767916000593,0.555168802881796,0.539540457552591
"637","es","d_fr_wel",1036,20000,"Random Forest",50,"gini",0.555716353111433,0.525458970435552,0.555941610119796,0.540270666260993
"638","es","d_fr_wel",1036,20000,"Random Forest",100,"gini",0.555716353111433,0.529926065655736,0.555893440562956,0.542599248206961
"639","es","d_fr_wel",1036,20000,"Random Forest",200,"gini",0.560057887120116,0.531529967344548,0.560245455307029,0.545510079061948
"640","es","d_fr_wel",1036,20000,"Random Forest",300,"gini",0.555716353111433,0.525360823278079,0.555908100862863,0.540202961568141
"641","es","d_fr_wel",1036,20000,"Random Forest",50,"entropy",0.596082831714871,0.579317546946338,0.596198095557231,0.587636617878941
"642","es","d_fr_wel",1036,20000,"Random Forest",100,"entropy",0.597051112649175,0.584268669948341,0.597162882913071,0.59064541233404
"643","es","d_fr_wel",1036,20000,"Random Forest",200,"entropy",0.604771492690702,0.592062531886635,0.604889559074028,0.598407315650747
"644","es","d_fr_wel",1036,20000,"Random Forest",300,"entropy",0.596566622622119,0.582444040884421,0.596689564658904,0.589480750204483
"645","es","d_fr_wel",1036,20000,"Random Forest",50,"gini",0.604771492690702,0.586318682291339,0.604896540169222,0.595462743704739
"646","es","d_fr_wel",1036,20000,"Random Forest",100,"gini",0.601389850178625,0.586284104472198,0.601516293876183,0.593802531420264
"647","es","d_fr_wel",1036,20000,"Random Forest",200,"gini",0.609594720247209,0.594367459833128,0.609723269386501,0.601947448032053
"648","es","d_fr_wel",1036,20000,"Random Forest",300,"gini",0.600434852520677,0.584046599585085,0.600569657367848,0.59219289646066
"649","sv","d_fr_sec",1821,20000,"Random Forest",50,"entropy",0.621911037891269,0.640540912617957,0.621911037891269,0.6310885156736
"650","sv","d_fr_sec",1821,20000,"Random Forest",100,"entropy",0.632619439868204,0.653527003547269,0.632619439868204,0.642903285297605
"651","sv","d_fr_sec",1821,20000,"Random Forest",200,"entropy",0.630971993410214,0.64728288238795,0.630971993410214,0.639023372151209
"652","sv","d_fr_sec",1821,20000,"Random Forest",300,"entropy",0.63673805601318,0.653578134907087,0.63673805601318,0.645048204466303
"653","sv","d_fr_sec",1821,20000,"Random Forest",50,"gini",0.606260296540362,0.62166672363911,0.606260296540363,0.613866860210693
"654","sv","d_fr_sec",1821,20000,"Random Forest",100,"gini",0.619439868204283,0.630677178447879,0.619439868204283,0.625008017198735
"655","sv","d_fr_sec",1821,20000,"Random Forest",200,"gini",0.639209225700165,0.653295197448841,0.639209225700165,0.646175455705606
"656","sv","d_fr_sec",1821,20000,"Random Forest",300,"gini",0.633443163097199,0.646152885781551,0.633443163097199,0.639734904108996
"657","sv","d_fr_sec",1821,20000,"Random Forest",50,"entropy",0.670098846787479,0.681725542265027,0.670098846787479,0.675862195410679
"658","sv","d_fr_sec",1821,20000,"Random Forest",100,"entropy",0.684102141680395,0.697622041742616,0.684102141680395,0.690795946926647
"659","sv","d_fr_sec",1821,20000,"Random Forest",200,"entropy",0.689044481054366,0.703896851109256,0.689044481054366,0.696391483674357
"660","sv","d_fr_sec",1821,20000,"Random Forest",300,"entropy",0.696457990115321,0.712083651321717,0.696457990115321,0.704184149057223
"661","sv","d_fr_sec",1821,20000,"Random Forest",50,"gini",0.67339373970346,0.684697137226247,0.67339373970346,0.678998399346291
"662","sv","d_fr_sec",1821,20000,"Random Forest",100,"gini",0.685749588138385,0.697730363182165,0.685749588138385,0.691688099602905
"663","sv","d_fr_sec",1821,20000,"Random Forest",200,"gini",0.693574958813838,0.703678080337149,0.693574958813839,0.698589993240731
"664","sv","d_fr_sec",1821,20000,"Random Forest",300,"gini",0.691927512355848,0.703190919127417,0.691927512355848,0.697513748514894
"665","sv","d_fr_sec",1821,20000,"Random Forest",50,"entropy",0.71279516749039,0.723356205443915,0.71279516749039,0.718036855072093
"666","sv","d_fr_sec",1821,20000,"Random Forest",100,"entropy",0.71059857221307,0.72157908323492,0.71059857221307,0.716046733916065
"667","sv","d_fr_sec",1821,20000,"Random Forest",200,"entropy",0.725700164744646,0.735469933634476,0.725700164744646,0.73055238756301
"668","sv","d_fr_sec",1821,20000,"Random Forest",300,"entropy",0.71993410214168,0.729206134717084,0.71993410214168,0.724540455810854
"669","sv","d_fr_sec",1821,20000,"Random Forest",50,"gini",0.704283360790774,0.712021245780706,0.704283360790774,0.708131165578555
"670","sv","d_fr_sec",1821,20000,"Random Forest",100,"gini",0.718012081274025,0.726055521099941,0.718012081274025,0.722011400253631
"671","sv","d_fr_sec",1821,20000,"Random Forest",200,"gini",0.71609006040637,0.722137248864041,0.71609006040637,0.719100941593252
"672","sv","d_fr_sec",1821,20000,"Random Forest",300,"gini",0.725700164744646,0.732659672715563,0.725700164744646,0.729163312831494
"673","de","d_fr_lab",3611,20000,"Random Forest",50,"entropy",0.414867109634551,0.37232448884792,0.414867109634551,0.392446222323187
"674","de","d_fr_lab",3611,20000,"Random Forest",100,"entropy",0.417774086378737,0.37542380321317,0.417774086378738,0.395468365335432
"675","de","d_fr_lab",3611,20000,"Random Forest",200,"entropy",0.42234219269103,0.381117500145205,0.42234219269103,0.400672248077684
"676","de","d_fr_lab",3611,20000,"Random Forest",300,"entropy",0.412375415282392,0.370073758728866,0.412375415282392,0.390081106887937
"677","de","d_fr_lab",3611,20000,"Random Forest",50,"gini",0.401162790697674,0.35796256642081,0.401162790697674,0.378333461697975
"678","de","d_fr_lab",3611,20000,"Random Forest",100,"gini",0.409883720930233,0.368931770957181,0.409883720930233,0.388331071029003
"679","de","d_fr_lab",3611,20000,"Random Forest",200,"gini",0.402823920265781,0.364552083814095,0.402823920265781,0.382733624096402
"680","de","d_fr_lab",3611,20000,"Random Forest",300,"gini",0.401162790697674,0.359070753807596,0.401162790697674,0.378951512193827
"681","de","d_fr_lab",3611,20000,"Random Forest",50,"entropy",0.545196768285193,0.528961828397235,0.545222802627982,0.536969236446266
"682","de","d_fr_lab",3611,20000,"Random Forest",100,"entropy",0.540420761980215,0.521733670000846,0.540442222240633,0.530923185307834
"683","de","d_fr_lab",3611,20000,"Random Forest",200,"entropy",0.540627971848443,0.524413132463756,0.540650553847938,0.532408069405697
"684","de","d_fr_lab",3611,20000,"Random Forest",300,"entropy",0.544574879883838,0.526936006790776,0.544595563969368,0.535620264721487
"685","de","d_fr_lab",3611,20000,"Random Forest",50,"gini",0.545820295732132,0.529384894637011,0.545841928953916,0.537487469076883
"686","de","d_fr_lab",3611,20000,"Random Forest",100,"gini",0.541668593264109,0.523809565405129,0.541686861196952,0.532598237338264
"687","de","d_fr_lab",3611,20000,"Random Forest",200,"gini",0.548108575900578,0.529847021172435,0.548123047862072,0.538830107603624
"688","de","d_fr_lab",3611,20000,"Random Forest",300,"gini",0.54229298336662,0.523498403221602,0.542307023139825,0.532736752220824
"689","de","d_fr_lab",3611,20000,"Random Forest",50,"entropy",0.561913077904469,0.553362336387338,0.561910101085419,0.557603462488273
"690","de","d_fr_lab",3611,20000,"Random Forest",100,"entropy",0.566484462307933,0.556925913681766,0.566482810139656,0.561663711403033
"691","de","d_fr_lab",3611,20000,"Random Forest",200,"entropy",0.56371528041367,0.553844123544748,0.563714145790931,0.55873554976412
"692","de","d_fr_lab",3611,20000,"Random Forest",300,"entropy",0.566484404797561,0.557564002368922,0.566483270413851,0.561988249382146
"693","de","d_fr_lab",3611,20000,"Random Forest",50,"gini",0.572302211480818,0.562337472694891,0.572302977329655,0.567276461685034
"694","de","d_fr_lab",3611,20000,"Random Forest",100,"gini",0.566209102649572,0.555923542442569,0.566208141514063,0.561018711601564
"695","de","d_fr_lab",3611,20000,"Random Forest",200,"gini",0.564409890679685,0.552808638067015,0.564408009139204,0.55854810904687
"696","de","d_fr_lab",3611,20000,"Random Forest",300,"gini",0.564546995405151,0.553391320361954,0.564546896877408,0.558913449511927
"697","pl","d_fr_lab",815,20000,"Random Forest",50,"entropy",0.818014705882353,0.823368930304155,0.818014705882353,0.82068308530266
"698","pl","d_fr_lab",815,20000,"Random Forest",100,"entropy",0.827205882352941,0.830223168003492,0.827205882352941,0.828711778752149
"699","pl","d_fr_lab",815,20000,"Random Forest",200,"entropy",0.801470588235294,0.803109371602522,0.801470588235294,0.802289143060979
"700","pl","d_fr_lab",815,20000,"Random Forest",300,"entropy",0.803308823529412,0.805892937471885,0.803308823529412,0.804598805669192
"701","pl","d_fr_lab",815,20000,"Random Forest",50,"gini",0.829044117647059,0.830047858566412,0.829044117647059,0.82954568447805
"702","pl","d_fr_lab",815,20000,"Random Forest",100,"gini",0.84375,0.844537018221229,0.84375,0.844143325670929
"703","pl","d_fr_lab",815,20000,"Random Forest",200,"gini",0.825367647058823,0.825724260178883,0.825367647058824,0.825545915107092
"704","pl","d_fr_lab",815,20000,"Random Forest",300,"gini",0.840073529411765,0.841110915278136,0.840073529411765,0.840591902282081
"705","pl","d_fr_lab",815,20000,"Random Forest",50,"entropy",0.768126760372657,0.784237500513537,0.768280605600174,0.776177049988977
"706","pl","d_fr_lab",815,20000,"Random Forest",100,"entropy",0.773643158921027,0.788450590110205,0.773781745170393,0.781047299839074
"707","pl","d_fr_lab",815,20000,"Random Forest",200,"entropy",0.778237054490304,0.793380952380952,0.778390899717821,0.785814445675647
"708","pl","d_fr_lab",815,20000,"Random Forest",300,"entropy",0.767212720723649,0.780154323305981,0.767351313219015,0.773699856559672
"709","pl","d_fr_lab",815,20000,"Random Forest",50,"gini",0.781932144404723,0.791039939888701,0.782050412415889,0.78651949053161
"710","pl","d_fr_lab",815,20000,"Random Forest",100,"gini",0.775491550211245,0.785890091108288,0.775619980464511,0.780721262333844
"711","pl","d_fr_lab",815,20000,"Random Forest",200,"gini",0.781935529736757,0.792551476472103,0.782063978728023,0.787272802371631
