"","language","target","observations_per_class","top_k_words","classifier","hidden_layers","hidden_units","dropout_rate","learning_rate","epochs","Accuracy","Precision","Recall","F1"
"1276","sv","d_fr_sec",1821,10000,"MLP",2,32,0.2,0.01,100,0.858868757883708,0.861334205760284,0.85886875343218,0.860099712811926
"1277","sv","d_fr_sec",1821,10000,"MLP",2,32,0.2,0.001,100,0.858868757883708,0.864891929343285,0.85886875343218,0.861869818277298
"1278","sv","d_fr_sec",1821,10000,"MLP",2,32,0.2,1e-04,100,0.788303136825562,0.796283287565649,0.78830313014827,0.792273114366784
"1279","sv","d_fr_sec",1821,10000,"MLP",2,64,0.2,0.01,100,0.848160366217295,0.859474010233277,0.848160351455244,0.85377970242446
"1280","sv","d_fr_sec",1821,10000,"MLP",2,64,0.2,0.001,100,0.855573852856954,0.863083827939905,0.8555738605162,0.859312436187323
"1281","sv","d_fr_sec",1821,10000,"MLP",2,64,0.2,1e-04,100,0.794069190820058,0.800286889452391,0.794069192751236,0.797165917162658
"1282","sv","d_fr_sec",1821,10000,"MLP",2,128,0.2,0.01,100,0.865458548069,0.873663557449442,0.865458539264141,0.869541693096011
"1283","sv","d_fr_sec",1821,10000,"MLP",2,128,0.2,0.001,100,0.849533240000407,0.856344219787762,0.84953322350357,0.852925124634179
"1284","sv","d_fr_sec",1821,10000,"MLP",2,128,0.2,1e-04,100,0.804228444894155,0.810611133250405,0.804228445908841,0.807407175726759
"1285","sv","d_fr_sec",1821,10000,"MLP",3,16,0.2,0.01,100,0.848984082539876,0.857967269737904,0.848984074684239,0.853452034222316
"1286","sv","d_fr_sec",1821,10000,"MLP",3,16,0.2,0.001,100,0.862712800502777,0.868771424502892,0.862712795167491,0.865731509972655
"1287","sv","d_fr_sec",1821,10000,"MLP",3,16,0.2,1e-04,100,0.774025281270345,0.808102423423462,0.774025260845689,0.790696851208085
"1288","sv","d_fr_sec",1821,10000,"MLP",3,32,0.2,0.01,100,0.864085674285889,0.872398192489749,0.864085667215816,0.8682220338785
"1289","sv","d_fr_sec",1821,10000,"MLP",3,32,0.2,0.001,100,0.858594179153442,0.865371789270297,0.858594179022515,0.86196966137742
"1290","sv","d_fr_sec",1821,10000,"MLP",3,32,0.2,1e-04,100,0.807523330052694,0.816808331157211,0.807523338824821,0.812139297589756
"1291","sv","d_fr_sec",1821,10000,"MLP",3,64,0.2,0.01,100,0.876990656057994,0.880892757698051,0.876990664470071,0.878937380213377
"1292","sv","d_fr_sec",1821,10000,"MLP",3,64,0.2,0.001,100,0.860241611798604,0.866900108506163,0.860241625480505,0.863558032089478
"1293","sv","d_fr_sec",1821,10000,"MLP",3,64,0.2,1e-04,100,0.826194405555725,0.83342959387688,0.826194398682043,0.82979622522236
"1294","sv","d_fr_sec",1821,10000,"MLP",3,128,0.2,0.01,100,0.873421212037404,0.876297583874493,0.873421197144426,0.874857026243638
"1295","sv","d_fr_sec",1821,10000,"MLP",3,128,0.2,0.001,100,0.862987379233042,0.868868593625331,0.862987369577155,0.865917995552449
"1296","sv","d_fr_sec",1821,10000,"MLP",3,128,0.2,1e-04,100,0.838824808597565,0.845790641984883,0.838824821526634,0.842293330055279
"1297","ro","d_fr_lab",390,10000,"MLP",2,16,0.2,0.01,100,0.93461537361145,0.937749567912271,0.934615384615385,0.936179853082667
"1298","ro","d_fr_lab",390,10000,"MLP",2,16,0.2,0.001,100,0.942307710647583,0.94254336628974,0.942307692307692,0.942425514564866
"1299","ro","d_fr_lab",390,10000,"MLP",2,16,0.2,1e-04,100,0.876923084259033,0.892628205128205,0.876923076923077,0.884705947919134
"1300","ro","d_fr_lab",390,10000,"MLP",2,32,0.2,0.01,100,0.965384602546692,0.965412154565359,0.965384615384615,0.96539838477859
"1301","ro","d_fr_lab",390,10000,"MLP",2,32,0.2,0.001,100,0.946153819561005,0.946576640606491,0.946153846153846,0.946365196158668
"1302","ro","d_fr_lab",390,10000,"MLP",2,32,0.2,1e-04,100,0.926923096179962,0.927150553549227,0.926923076923077,0.927036801281578
"1303","ro","d_fr_lab",390,10000,"MLP",2,64,0.2,0.01,100,0.949999988079071,0.950026628794603,0.95,0.950013314210701
"1304","ro","d_fr_lab",390,10000,"MLP",2,64,0.2,0.001,100,0.953846156597138,0.953846153846154,0.953846153846154,0.953846153846154
"1305","ro","d_fr_lab",390,10000,"MLP",2,64,0.2,1e-04,100,0.930769205093384,0.930769230769231,0.930769230769231,0.930769230769231
"1306","ro","d_fr_lab",390,10000,"MLP",2,128,0.2,0.01,100,0.942307710647583,0.944437838159225,0.942307692307692,0.943371562760397
"1307","ro","d_fr_lab",390,10000,"MLP",2,128,0.2,0.001,100,0.965384602546692,0.965412154565359,0.965384615384615,0.96539838477859
"1308","ro","d_fr_lab",390,10000,"MLP",2,128,0.2,1e-04,100,0.938461542129517,0.938461538461538,0.938461538461538,0.938461538461538
"1309","ro","d_fr_lab",390,10000,"MLP",3,16,0.2,0.01,100,0.949999988079071,0.950239772659996,0.95,0.950119871202715
"1310","ro","d_fr_lab",390,10000,"MLP",3,16,0.2,0.001,100,0.961538434028626,0.961647727272727,0.961538461538462,0.961593091301631
"1311","ro","d_fr_lab",390,10000,"MLP",3,16,0.2,1e-04,100,0.850000023841858,0.880851200824158,0.85,0.865150649973867
"1312","ro","d_fr_lab",390,10000,"MLP",3,32,0.2,0.01,100,0.953846156597138,0.953953598484848,0.953846153846154,0.953899873139934
"1313","ro","d_fr_lab",390,10000,"MLP",3,32,0.2,0.001,100,0.965384602546692,0.965632585400509,0.965384615384615,0.965508584471127
"1314","ro","d_fr_lab",390,10000,"MLP",3,32,0.2,1e-04,100,0.919230759143829,0.921249777037874,0.919230769230769,0.920239165708184
"1315","ro","d_fr_lab",390,10000,"MLP",3,64,0.2,0.01,100,0.942307710647583,0.943593851996914,0.942307692307692,0.94295033358043
"1316","ro","d_fr_lab",390,10000,"MLP",3,64,0.2,0.001,100,0.965384602546692,0.965412154565359,0.965384615384615,0.96539838477859
"1317","ro","d_fr_lab",390,10000,"MLP",3,64,0.2,1e-04,100,0.8692307472229,0.89,0.869230769230769,0.879492785308264
"1318","ro","d_fr_lab",390,10000,"MLP",3,128,0.2,0.01,100,0.938461542129517,0.940128296507484,0.938461538461538,0.939294178078194
"1319","ro","d_fr_lab",390,10000,"MLP",3,128,0.2,0.001,100,0.957692325115204,0.957719391679981,0.957692307692308,0.95770584949466
"1320","ro","d_fr_lab",390,10000,"MLP",3,128,0.2,1e-04,100,0.93461537361145,0.94047976011994,0.934615384615385,0.937538401926324
"1321","ro","d_fr_lab",390,10000,"MLP",2,16,0.2,0.01,100,0.928846150636673,0.932412956006015,0.928846153846154,0.930626137326251
"1322","ro","d_fr_lab",390,10000,"MLP",2,16,0.2,0.001,100,0.873076915740967,0.889633407126291,0.873076923076923,0.881277410646045
"1323","ro","d_fr_lab",390,10000,"MLP",2,16,0.2,1e-04,100,0.792307674884796,0.8466853503083,0.792307692307692,0.818594464492394
"1324","ro","d_fr_lab",390,10000,"MLP",2,32,0.2,0.01,100,0.919230759143829,0.925115701775168,0.919230769230769,0.92216384669463
"1325","ro","d_fr_lab",390,10000,"MLP",2,32,0.2,0.001,100,0.894230782985687,0.907305852042694,0.894230769230769,0.900720862866722
"1326","ro","d_fr_lab",390,10000,"MLP",2,32,0.2,1e-04,100,0.799999982118607,0.852119895030343,0.8,0.825237826957776
"1327","ro","d_fr_lab",390,10000,"MLP",2,64,0.2,0.01,100,0.917307674884796,0.924819442989806,0.917307692307692,0.921048252093913
"1328","ro","d_fr_lab",390,10000,"MLP",2,64,0.2,0.001,100,0.886538445949554,0.899365779505582,0.886538461538461,0.892906054198182
"1329","ro","d_fr_lab",390,10000,"MLP",2,64,0.2,1e-04,100,0.840384632349014,0.860562597830829,0.840384615384615,0.850353923006598
"1330","ro","d_fr_lab",390,10000,"MLP",2,128,0.2,0.01,100,0.894230782985687,0.905407295766404,0.894230769230769,0.899784326979785
"1331","ro","d_fr_lab",390,10000,"MLP",2,128,0.2,0.001,100,0.913461536169052,0.920678796170228,0.913461538461538,0.917055967527609
"1332","ro","d_fr_lab",390,10000,"MLP",2,128,0.2,1e-04,100,0.86730769276619,0.880497307093593,0.867307692307692,0.873852732724847
"1333","ro","d_fr_lab",390,10000,"MLP",3,16,0.2,0.01,100,0.869230777025223,0.900795562005674,0.869230769230769,0.884731718917305
"1334","ro","d_fr_lab",390,10000,"MLP",3,16,0.2,0.001,100,0.905769228935242,0.91269108495671,0.905769230769231,0.909216984062867
"1335","ro","d_fr_lab",390,10000,"MLP",3,16,0.2,1e-04,100,0.81538462638855,0.85082513065332,0.815384615384615,0.832727960650792
"1336","ro","d_fr_lab",390,10000,"MLP",3,32,0.2,0.01,100,0.884615391492844,0.898032970655554,0.884615384615385,0.891273682086358
"1337","ro","d_fr_lab",390,10000,"MLP",3,32,0.2,0.001,100,0.913461536169052,0.922564515427263,0.913461538461538,0.917990460764181
"1338","ro","d_fr_lab",390,10000,"MLP",3,32,0.2,1e-04,100,0.815384596586227,0.846288918607911,0.815384615384615,0.830549383241819
"1339","ro","d_fr_lab",390,10000,"MLP",3,64,0.2,0.01,100,0.892307698726654,0.898594404598717,0.892307692307692,0.895440014139409
"1340","ro","d_fr_lab",390,10000,"MLP",3,64,0.2,0.001,100,0.917307674884796,0.926412718612392,0.917307692307692,0.921837723335443
"1341","ro","d_fr_lab",390,10000,"MLP",3,64,0.2,1e-04,100,0.865384608507156,0.878498686067071,0.865384615384615,0.871892341563435
"1342","ro","d_fr_lab",390,10000,"MLP",3,128,0.2,0.01,100,0.865384608507156,0.895949870641354,0.865384615384615,0.88040203647887
"1343","ro","d_fr_lab",390,10000,"MLP",3,128,0.2,0.001,100,0.917307704687118,0.921889998870294,0.917307692307692,0.919593137248467
"1344","ro","d_fr_lab",390,10000,"MLP",3,128,0.2,1e-04,100,0.873076915740967,0.888360985419809,0.873076923076923,0.880652644059237
"1345","ro","d_fr_lab",390,10000,"MLP",2,16,0.2,0.01,100,0.91794870297114,0.924394585241398,0.917948717948718,0.921160375410787
"1346","ro","d_fr_lab",390,10000,"MLP",2,16,0.2,0.001,100,0.894871791203817,0.900097646925873,0.894871794871795,0.897477113657993
"1347","ro","d_fr_lab",390,10000,"MLP",2,16,0.2,1e-04,100,0.848717947800954,0.862115198990199,0.848717948717949,0.855364118033032
"1348","ro","d_fr_lab",390,10000,"MLP",2,32,0.2,0.01,100,0.914102554321289,0.920325561964721,0.914102564102564,0.917203507781615
"1349","ro","d_fr_lab",390,10000,"MLP",2,32,0.2,0.001,100,0.879487156867981,0.89384156721618,0.879487179487179,0.88660627683476
"1350","ro","d_fr_lab",390,10000,"MLP",2,32,0.2,1e-04,100,0.832051277160645,0.863310153269301,0.832051282051282,0.847392543997299
"1351","ro","d_fr_lab",390,10000,"MLP",2,64,0.2,0.01,100,0.908974349498749,0.915130421440765,0.908974358974359,0.912042002343472
"1352","ro","d_fr_lab",390,10000,"MLP",2,64,0.2,0.001,100,0.910256405671438,0.914760004195386,0.91025641025641,0.912502650465365
"1353","ro","d_fr_lab",390,10000,"MLP",2,64,0.2,1e-04,100,0.855128208796183,0.871385162934907,0.855128205128205,0.86318014576605
"1354","ro","d_fr_lab",390,10000,"MLP",2,128,0.2,0.01,100,0.893589754899343,0.901285355868689,0.893589743589744,0.897421052077551
"1355","ro","d_fr_lab",390,10000,"MLP",2,128,0.2,0.001,100,0.893589754899343,0.903283428521614,0.893589743589744,0.898410438543151
"1356","ro","d_fr_lab",390,10000,"MLP",2,128,0.2,1e-04,100,0.828205128510793,0.860428363267563,0.828205128205128,0.844009296878102
"1357","ro","d_fr_lab",390,10000,"MLP",3,16,0.2,0.01,100,0.891025642553965,0.900545625384642,0.891025641025641,0.895760339736806
"1358","ro","d_fr_lab",390,10000,"MLP",3,16,0.2,0.001,100,0.897435903549194,0.908149155169599,0.897435897435897,0.902760743282861
"1359","ro","d_fr_lab",390,10000,"MLP",3,16,0.2,1e-04,100,0.884615381558736,0.888142854497219,0.884615384615385,0.88637561004116
"1360","ro","d_fr_lab",390,10000,"MLP",3,32,0.2,0.01,100,0.858974357446035,0.877881033419458,0.858974358974359,0.868324791159408
"1361","ro","d_fr_lab",390,10000,"MLP",3,32,0.2,0.001,100,0.882051269213359,0.897111233232281,0.882051282051282,0.889517519189666
"1362","ro","d_fr_lab",390,10000,"MLP",3,32,0.2,1e-04,100,0.899999996026357,0.903500693019986,0.9,0.901746948992136
"1363","ro","d_fr_lab",390,10000,"MLP",3,64,0.2,0.01,100,0.889743586381276,0.902425275592983,0.88974358974359,0.896039563806012
"1364","ro","d_fr_lab",390,10000,"MLP",3,64,0.2,0.001,100,0.925641020139058,0.929355921400585,0.925641025641026,0.927494753716704
"1365","ro","d_fr_lab",390,10000,"MLP",3,64,0.2,1e-04,100,0.862820506095886,0.875397943372683,0.862820512820513,0.869063724104067
"1366","ro","d_fr_lab",390,10000,"MLP",3,128,0.2,0.01,100,0.844871799151103,0.879823549466407,0.844871794871795,0.861993515374612
"1367","ro","d_fr_lab",390,10000,"MLP",3,128,0.2,0.001,100,0.850000003973643,0.881089743589743,0.85,0.865265691538604
"1368","ro","d_fr_lab",390,10000,"MLP",3,128,0.2,1e-04,100,0.861538469791412,0.875273681385428,0.861538461538462,0.868351760388346
"1369","pl","d_fr_lab",815,10000,"MLP",2,16,0.2,0.01,100,0.946691155433655,0.947180763974399,0.946691176470588,0.946935906940516
"1370","pl","d_fr_lab",815,10000,"MLP",2,16,0.2,0.001,100,0.926470577716827,0.927047804666775,0.926470588235294,0.92675910657364
"1371","pl","d_fr_lab",815,10000,"MLP",2,16,0.2,1e-04,100,0.852941155433655,0.868563685636856,0.852941176470588,0.860681544587462
"1372","pl","d_fr_lab",815,10000,"MLP",2,32,0.2,0.01,100,0.946691155433655,0.948053796824794,0.946691176470588,0.947371996678261
"1373","pl","d_fr_lab",815,10000,"MLP",2,32,0.2,0.001,100,0.948529422283173,0.949136484218505,0.948529411764706,0.948832850888905
"1374","pl","d_fr_lab",815,10000,"MLP",2,32,0.2,1e-04,100,0.867647051811218,0.871037267419654,0.867647058823529,0.86933885788839
"1375","pl","d_fr_lab",815,10000,"MLP",2,64,0.2,0.01,100,0.955882370471954,0.956277056277056,0.955882352941176,0.95607966387226
"1376","pl","d_fr_lab",815,10000,"MLP",2,64,0.2,0.001,100,0.948529422283173,0.949404117009751,0.948529411764706,0.948966562823461
"1377","pl","d_fr_lab",815,10000,"MLP",2,64,0.2,1e-04,100,0.875,0.875324675324675,0.875,0.87516230754962
"1378","pl","d_fr_lab",815,10000,"MLP",2,128,0.2,0.01,100,0.931985318660736,0.93297432771117,0.931985294117647,0.932479548660085
"1379","pl","d_fr_lab",815,10000,"MLP",2,128,0.2,0.001,100,0.952205896377564,0.95281793081046,0.952205882352941,0.95251180826185
"1380","pl","d_fr_lab",815,10000,"MLP",2,128,0.2,1e-04,100,0.876838207244873,0.878686008448447,0.876838235294118,0.877761149436512
"1381","pl","d_fr_lab",815,10000,"MLP",3,16,0.2,0.01,100,0.943014681339264,0.943740438379161,0.943014705882353,0.943377432555768
"1382","pl","d_fr_lab",815,10000,"MLP",3,16,0.2,0.001,100,0.954044103622436,0.95454176420443,0.954044117647059,0.954292876047318
"1383","pl","d_fr_lab",815,10000,"MLP",3,16,0.2,1e-04,100,0.873161792755127,0.886758752083829,0.873161764705882,0.879907733845027
"1384","pl","d_fr_lab",815,10000,"MLP",3,32,0.2,0.01,100,0.950367629528046,0.951741482395369,0.950367647058824,0.951054068587442
"1385","pl","d_fr_lab",815,10000,"MLP",3,32,0.2,0.001,100,0.957720577716827,0.957875309292987,0.957720588235294,0.957797942515796
"1386","pl","d_fr_lab",815,10000,"MLP",3,32,0.2,1e-04,100,0.895220577716827,0.895482518428349,0.895220588235294,0.895351534175261
"1387","pl","d_fr_lab",815,10000,"MLP",3,64,0.2,0.01,100,0.920955896377564,0.923019980169241,0.920955882352941,0.921986776012836
"1388","pl","d_fr_lab",815,10000,"MLP",3,64,0.2,0.001,100,0.957720577716827,0.958222264319446,0.957720588235294,0.957971360597203
"1389","pl","d_fr_lab",815,10000,"MLP",3,64,0.2,1e-04,100,0.889705896377563,0.89004329004329,0.889705882352941,0.889874554214971
"1390","pl","d_fr_lab",815,10000,"MLP",3,128,0.2,0.01,100,0.895220577716827,0.906342500590614,0.895220588235294,0.900747213965354
"1391","pl","d_fr_lab",815,10000,"MLP",3,128,0.2,0.001,100,0.939338207244873,0.941972723440708,0.939338235294118,0.940653634768634
"1392","pl","d_fr_lab",815,10000,"MLP",3,128,0.2,1e-04,100,0.917279422283173,0.918915801614764,0.917279411764706,0.918096877526593
"1393","pl","d_fr_lab",815,10000,"MLP",2,16,0.2,0.01,100,0.93834462761879,0.939615799134156,0.938378418710658,0.938996701277299
"1394","pl","d_fr_lab",815,10000,"MLP",2,16,0.2,0.001,100,0.883121401071548,0.891248062681249,0.883217793574995,0.887214757808955
"1395","pl","d_fr_lab",815,10000,"MLP",2,16,0.2,1e-04,100,0.810448467731476,0.825415579093633,0.810543059474712,0.81791171615699
"1396","pl","d_fr_lab",815,10000,"MLP",2,32,0.2,0.01,100,0.93097648024559,0.934007022141811,0.931032260690254,0.932517269024798
"1397","pl","d_fr_lab",815,10000,"MLP",2,32,0.2,0.001,100,0.901519000530243,0.9073191801564,0.901600146516171,0.904450622760154
"1398","pl","d_fr_lab",815,10000,"MLP",2,32,0.2,1e-04,100,0.821482986211777,0.826077823526935,0.821565688083352,0.823815577476483
"1399","pl","d_fr_lab",815,10000,"MLP",2,64,0.2,0.01,100,0.916248559951782,0.922869330372718,0.91633316149338,0.919589631794908
"1400","pl","d_fr_lab",815,10000,"MLP",2,64,0.2,0.001,100,0.915331155061722,0.919140911127327,0.91539369437812,0.917263475723971
"1401","pl","d_fr_lab",815,10000,"MLP",2,64,0.2,1e-04,100,0.815951317548752,0.826495502102772,0.816078114825266,0.821253774341052
"1402","pl","d_fr_lab",815,10000,"MLP",2,128,0.2,0.01,100,0.915344715118408,0.919144532929461,0.915403869112221,0.917270387394071
"1403","pl","d_fr_lab",815,10000,"MLP",2,128,0.2,0.001,100,0.914406955242157,0.919210734859542,0.914477968309095,0.916838243928427
"1404","pl","d_fr_lab",815,10000,"MLP",2,128,0.2,1e-04,100,0.823319524526596,0.831141073746708,0.82342427284567,0.827264677930739
"1405","pl","d_fr_lab",815,10000,"MLP",3,16,0.2,0.01,100,0.935570359230042,0.938369958498283,0.935624457347515,0.936995196770543
"1406","pl","d_fr_lab",815,10000,"MLP",3,16,0.2,0.001,100,0.916248559951782,0.920998047723335,0.916319595181246,0.918652864965051
"1407","pl","d_fr_lab",815,10000,"MLP",3,16,0.2,1e-04,100,0.808586567640305,0.851185647348903,0.808362274799219,0.829221448786812
"1408","pl","d_fr_lab",815,10000,"MLP",3,32,0.2,0.01,100,0.904300034046173,0.911664852020762,0.904374457347515,0.908005021230386
"1409","pl","d_fr_lab",815,10000,"MLP",3,32,0.2,0.001,100,0.919931799173355,0.925240603283416,0.920006240503582,0.922615997804466
"1410","pl","d_fr_lab",815,10000,"MLP",3,32,0.2,1e-04,100,0.833443343639374,0.843315784958894,0.833534566963317,0.838396648601652
"1411","pl","d_fr_lab",815,10000,"MLP",3,64,0.2,0.01,100,0.878524124622345,0.893231741729664,0.878652729542001,0.885882257798729
"1412","pl","d_fr_lab",815,10000,"MLP",3,64,0.2,0.001,100,0.919010996818542,0.923699453530786,0.919080339700456,0.92138410747775
"1413","pl","d_fr_lab",815,10000,"MLP",3,64,0.2,1e-04,100,0.839878857135773,0.848753340015866,0.839975173648795,0.844341441973653
"1414","pl","d_fr_lab",815,10000,"MLP",3,128,0.2,0.01,100,0.865656495094299,0.88834921835819,0.865517147818537,0.87678456759086
"1415","pl","d_fr_lab",815,10000,"MLP",3,128,0.2,0.001,100,0.921775132417679,0.925745798784616,0.921837692641632,0.923787612396904
"1416","pl","d_fr_lab",815,10000,"MLP",3,128,0.2,1e-04,100,0.864717066287994,0.872286772523016,0.864815091165617,0.868534863119887
"1417","pl","d_fr_lab",815,10000,"MLP",2,16,0.2,0.01,100,0.891987601915995,0.900177671236396,0.891989544895449,0.896064902943886
"1418","pl","d_fr_lab",815,10000,"MLP",2,16,0.2,0.001,100,0.857008079687754,0.868201221174536,0.857002025902612,0.862565273625904
"1419","pl","d_fr_lab",815,10000,"MLP",2,16,0.2,1e-04,100,0.807942231496175,0.816455198933285,0.807962068591274,0.812186430950093
"1420","pl","d_fr_lab",815,10000,"MLP",2,32,0.2,0.01,100,0.899356345335642,0.905808223364886,0.899342486071919,0.902563775142658
"1421","pl","d_fr_lab",815,10000,"MLP",2,32,0.2,0.001,100,0.883393367131551,0.889995287522919,0.883388503002677,0.886679588394445
"1422","pl","d_fr_lab",815,10000,"MLP",2,32,0.2,1e-04,100,0.794441521167755,0.812054996557844,0.794404800665654,0.803132937139208
"1423","pl","d_fr_lab",815,10000,"MLP",2,64,0.2,0.01,100,0.880943516890208,0.893606378265626,0.880905867882208,0.887210673130038
"1424","pl","d_fr_lab",815,10000,"MLP",2,64,0.2,0.001,100,0.890759845574697,0.89722820484837,0.890739183127125,0.893971918772164
"1425","pl","d_fr_lab",815,10000,"MLP",2,64,0.2,1e-04,100,0.791366497675578,0.805904010423174,0.791350119383547,0.798560758690579
"1426","pl","d_fr_lab",815,10000,"MLP",2,128,0.2,0.01,100,0.896301647027334,0.904205252643987,0.896305893205991,0.900238244545858
"1427","pl","d_fr_lab",815,10000,"MLP",2,128,0.2,0.001,100,0.896896322568258,0.903107757358822,0.896886983575718,0.899986620984069
"1428","pl","d_fr_lab",815,10000,"MLP",2,128,0.2,1e-04,100,0.799948314825694,0.812844854912261,0.799955683380363,0.806348765336996
"1429","pl","d_fr_lab",815,10000,"MLP",3,16,0.2,0.01,100,0.884016275405884,0.89529121776242,0.884028380724984,0.889624153174767
"1430","pl","d_fr_lab",815,10000,"MLP",3,16,0.2,0.001,100,0.904872179031372,0.909975790667509,0.904839103538094,0.907400177613569
"1431","pl","d_fr_lab",815,10000,"MLP",3,16,0.2,1e-04,100,0.818976143995921,0.824678013354741,0.818880688806888,0.821769126629486
"1432","pl","d_fr_lab",815,10000,"MLP",3,32,0.2,0.01,100,0.893826961517334,0.902965169828845,0.893814213877433,0.89836638904936
"1433","pl","d_fr_lab",815,10000,"MLP",3,32,0.2,0.001,100,0.895666340986888,0.902555913903013,0.895668276535706,0.899098904553603
"1434","pl","d_fr_lab",815,10000,"MLP",3,32,0.2,1e-04,100,0.793818612893422,0.816261519902503,0.793778489255481,0.804863025043018
"1435","pl","d_fr_lab",815,10000,"MLP",3,64,0.2,0.01,100,0.904882331689199,0.909428869453785,0.904875280370451,0.907146360552279
"1436","pl","d_fr_lab",815,10000,"MLP",3,64,0.2,0.001,100,0.911621391773224,0.915825884420025,0.91161321539686,0.913714694321107
"1437","pl","d_fr_lab",815,10000,"MLP",3,64,0.2,1e-04,100,0.815288384755453,0.828343718129247,0.81528109398741,0.821760498789646
"1438","pl","d_fr_lab",815,10000,"MLP",3,128,0.2,0.01,100,0.874808172384898,0.890881486966143,0.874821376890239,0.882778393836412
"1439","pl","d_fr_lab",815,10000,"MLP",3,128,0.2,0.001,100,0.911014298597972,0.915387952948486,0.911007253454888,0.913192349539176
"1440","pl","d_fr_lab",815,10000,"MLP",3,128,0.2,1e-04,100,0.842286388079325,0.850834992161329,0.842280316185515,0.846536042390488
"1441","uk","d_fr_eco",1996,10000,"MLP",2,16,0.2,0.01,100,0.809166014194489,0.811864051668382,0.809200930253562,0.810530303443584
"1442","uk","d_fr_eco",1996,10000,"MLP",2,16,0.2,0.001,100,0.778362154960632,0.782541646616714,0.77840773103931,0.780469214833068
"1443","uk","d_fr_eco",1996,10000,"MLP",2,16,0.2,1e-04,100,0.736288487911224,0.742556812122392,0.736227957280589,0.739378841688187
"1444","uk","d_fr_eco",1996,10000,"MLP",2,32,0.2,0.01,100,0.77986478805542,0.78385860306644,0.779909232540811,0.781878930641467
"1445","uk","d_fr_eco",1996,10000,"MLP",2,32,0.2,0.001,100,0.781367421150208,0.787991866725202,0.781424281424281,0.784694332283969
"1446","uk","d_fr_eco",1996,10000,"MLP",2,32,0.2,1e-04,100,0.740045070648193,0.74356339222291,0.739999774210301,0.741777303192126
"1447","uk","d_fr_eco",1996,10000,"MLP",2,64,0.2,0.01,100,0.770097672939301,0.77216186212419,0.770130280656596,0.771144733341931
"1448","uk","d_fr_eco",1996,10000,"MLP",2,64,0.2,0.001,100,0.765589773654938,0.771471720229635,0.765644968276547,0.768547300511722
"1449","uk","d_fr_eco",1996,10000,"MLP",2,64,0.2,1e-04,100,0.733283221721649,0.733472689882715,0.733272370114475,0.733372516319323
"1450","uk","d_fr_eco",1996,10000,"MLP",2,128,0.2,0.01,100,0.770097672939301,0.779481837207564,0.770166407008512,0.774796123095966
"1451","uk","d_fr_eco",1996,10000,"MLP",2,128,0.2,0.001,100,0.767843723297119,0.774675324675325,0.767902865271286,0.771274228236994
"1452","uk","d_fr_eco",1996,10000,"MLP",2,128,0.2,1e-04,100,0.734785854816437,0.734811944504661,0.73478967689494,0.734800810531099
"1453","uk","d_fr_eco",1996,10000,"MLP",3,16,0.2,0.01,100,0.78286999464035,0.793547722119151,0.782941588204746,0.788208977762846
"1454","uk","d_fr_eco",1996,10000,"MLP",3,16,0.2,0.001,100,0.757325291633606,0.765820290639108,0.757392354760776,0.761583006814473
"1455","uk","d_fr_eco",1996,10000,"MLP",3,16,0.2,1e-04,100,0.731780588626862,0.744358691044869,0.73169522906365,0.737972638437967
"1456","uk","d_fr_eco",1996,10000,"MLP",3,32,0.2,0.01,100,0.796393692493439,0.802285798486879,0.796446070130281,0.799355268846801
"1457","uk","d_fr_eco",1996,10000,"MLP",3,32,0.2,0.001,100,0.776108205318451,0.782478810134183,0.776164510375037,0.779308870163085
"1458","uk","d_fr_eco",1996,10000,"MLP",3,32,0.2,1e-04,100,0.734034538269043,0.735259875542968,0.734061505114137,0.73466020163639
"1459","uk","d_fr_eco",1996,10000,"MLP",3,64,0.2,0.01,100,0.781367421150208,0.784980792975717,0.781409605093816,0.783191128088308
"1460","uk","d_fr_eco",1996,10000,"MLP",3,64,0.2,0.001,100,0.775356888771057,0.777534427990206,0.775390051705841,0.776460759302862
"1461","uk","d_fr_eco",1996,10000,"MLP",3,64,0.2,1e-04,100,0.749812185764313,0.750223886672637,0.749827270879903,0.750025526343363
"1462","uk","d_fr_eco",1996,10000,"MLP",3,128,0.2,0.01,100,0.772351622581482,0.77481782262144,0.772315924947504,0.773564850852718
"1463","uk","d_fr_eco",1996,10000,"MLP",3,128,0.2,0.001,100,0.773102939128876,0.775980188623287,0.773141186299081,0.774558086007764
"1464","uk","d_fr_eco",1996,10000,"MLP",3,128,0.2,1e-04,100,0.76408714056015,0.769694769117274,0.764141208878051,0.766907935109316
"1465","uk","d_fr_eco",1996,10000,"MLP",2,16,0.2,0.01,100,0.80803906917572,0.81281611600729,0.808031904084536,0.810416949333422
"1466","uk","d_fr_eco",1996,10000,"MLP",2,16,0.2,0.001,100,0.797145009040833,0.802163772085703,0.797139244507665,0.799643615521794
"1467","uk","d_fr_eco",1996,10000,"MLP",2,16,0.2,1e-04,100,0.736288487911224,0.740994737916036,0.736288920499447,0.738634334128028
"1468","uk","d_fr_eco",1996,10000,"MLP",2,32,0.2,0.01,100,0.799398958683014,0.806738444469827,0.799406737564632,0.803055857185586
"1469","uk","d_fr_eco",1996,10000,"MLP",2,32,0.2,0.001,100,0.790758818387985,0.796676223279611,0.790756169703538,0.793705157585446
"1470","uk","d_fr_eco",1996,10000,"MLP",2,32,0.2,1e-04,100,0.738166809082031,0.738215840944862,0.73816749079907,0.738191665080255
