"","language","target","observations_per_class","top_k_words","classifier","hidden_layers","hidden_units","dropout_rate","learning_rate","epochs","Accuracy","Precision","Recall","F1"
"4373","pl","d_fr_lab",815,30000,"MLP",2,32,0.2,0.001,100,0.908549765745799,0.914941092659136,0.908576622530931,0.911747750908305
"4374","pl","d_fr_lab",815,30000,"MLP",2,32,0.2,1e-04,100,0.821423749128977,0.831241834030161,0.821329408147023,0.826255892812927
"4375","pl","d_fr_lab",815,30000,"MLP",2,64,0.2,0.01,100,0.915916244188944,0.922597934108225,0.915943130019535,0.9192584881617
"4376","pl","d_fr_lab",815,30000,"MLP",2,64,0.2,0.001,100,0.909776369730632,0.915057736442154,0.909799851674987,0.912421219398388
"4377","pl","d_fr_lab",815,30000,"MLP",2,64,0.2,1e-04,100,0.822038729985555,0.83382645143571,0.822048422690109,0.827895549247803
"4378","pl","d_fr_lab",815,30000,"MLP",2,128,0.2,0.01,100,0.914696415265401,0.922384472072064,0.914724422979524,0.918538477772379
"4379","pl","d_fr_lab",815,30000,"MLP",2,128,0.2,0.001,100,0.912231882413228,0.917130639003411,0.912257615223211,0.914687636866993
"4380","pl","d_fr_lab",815,30000,"MLP",2,128,0.2,1e-04,100,0.837991535663605,0.845736775731854,0.838002405759352,0.841851826569438
"4381","pl","d_fr_lab",815,30000,"MLP",3,16,0.2,0.01,100,0.917141735553742,0.925569303415687,0.917200274943926,0.921365785003054
"4382","pl","d_fr_lab",815,30000,"MLP",3,16,0.2,0.001,100,0.920826097329458,0.924950680962363,0.920847351855871,0.922894455425343
"4383","pl","d_fr_lab",815,30000,"MLP",3,16,0.2,1e-04,100,0.796874423821767,0.837078875083996,0.796853520005788,0.816471048787198
"4384","pl","d_fr_lab",815,30000,"MLP",3,32,0.2,0.01,100,0.922057251135508,0.928608450546236,0.922050231531727,0.925317720788025
"4385","pl","d_fr_lab",815,30000,"MLP",3,32,0.2,0.001,100,0.913458506266276,0.919882895986646,0.913496671731423,0.916678661268558
"4386","pl","d_fr_lab",815,30000,"MLP",3,32,0.2,1e-04,100,0.813452402750651,0.83703709798045,0.813474513421605,0.825087616823331
"4387","pl","d_fr_lab",815,30000,"MLP",3,64,0.2,0.01,100,0.915318171183268,0.923341841464864,0.915416304898343,0.919361992596538
"4388","pl","d_fr_lab",815,30000,"MLP",3,64,0.2,0.001,100,0.926963706811269,0.931086691410733,0.926992891252442,0.929035281514061
"4389","pl","d_fr_lab",815,30000,"MLP",3,64,0.2,1e-04,100,0.85210386912028,0.858142518436578,0.85208197670212,0.855101509164473
"4390","pl","d_fr_lab",815,30000,"MLP",3,128,0.2,0.01,100,0.855780343214671,0.881786937136148,0.855794624122712,0.868596372392472
"4391","pl","d_fr_lab",815,30000,"MLP",3,128,0.2,0.001,100,0.920823852221171,0.927064770096476,0.920867701324072,0.923955844729553
"4392","pl","d_fr_lab",815,30000,"MLP",3,128,0.2,1e-04,100,0.884008367856344,0.890191986594228,0.884032902829028,0.887101754321404
"4393","de","d_fr_lab",3611,30000,"MLP",2,16,0.2,0.01,100,0.823920249938965,0.844459279038718,0.823920265780731,0.834063347020813
"4394","de","d_fr_lab",3611,30000,"MLP",2,16,0.2,0.001,100,0.821428596973419,0.837663052930605,0.821428571428571,0.829466383658049
"4395","de","d_fr_lab",3611,30000,"MLP",2,16,0.2,1e-04,100,0.740863800048828,0.774963774963775,0.740863787375415,0.757530225288169
"4396","de","d_fr_lab",3611,30000,"MLP",2,32,0.2,0.01,100,0.80232560634613,0.833107337762036,0.802325581395349,0.817426775876622
"4397","de","d_fr_lab",3611,30000,"MLP",2,32,0.2,0.001,100,0.822259128093719,0.840132805219012,0.822259136212625,0.831099883855738
"4398","de","d_fr_lab",3611,30000,"MLP",2,32,0.2,1e-04,100,0.774086356163025,0.781086312429431,0.774086378737542,0.777570592004489
"4399","de","d_fr_lab",3611,30000,"MLP",2,64,0.2,0.01,100,0.809385359287262,0.839576069385607,0.809385382059801,0.824204346429421
"4400","de","d_fr_lab",3611,30000,"MLP",2,64,0.2,0.001,100,0.830564796924591,0.847797054998142,0.830564784053156,0.839092454942205
"4401","de","d_fr_lab",3611,30000,"MLP",2,64,0.2,1e-04,100,0.768687725067139,0.778956207856015,0.768687707641196,0.773787892387832
"4402","de","d_fr_lab",3611,30000,"MLP",2,128,0.2,0.01,100,0.795681059360504,0.834466366397298,0.795681063122924,0.814612314851476
"4403","de","d_fr_lab",3611,30000,"MLP",2,128,0.2,0.001,100,0.823089718818665,0.842410551095904,0.823089700996678,0.832638059041772
"4404","de","d_fr_lab",3611,30000,"MLP",2,128,0.2,1e-04,100,0.779900312423706,0.793371471210049,0.779900332225914,0.786578228407771
"4405","de","d_fr_lab",3611,30000,"MLP",3,16,0.2,0.01,100,0.842607975006104,0.853043538837633,0.842607973421927,0.847793644276384
"4406","de","d_fr_lab",3611,30000,"MLP",3,16,0.2,0.001,100,0.814784049987793,0.837133805584862,0.814784053156146,0.82580773800497
"4407","de","d_fr_lab",3611,30000,"MLP",3,16,0.2,1e-04,100,0.732142865657806,0.778451182630209,0.732142857142857,0.754587212700426
"4408","de","d_fr_lab",3611,30000,"MLP",3,32,0.2,0.01,100,0.821843862533569,0.848157351750488,0.821843853820598,0.834793297494087
"4409","de","d_fr_lab",3611,30000,"MLP",3,32,0.2,0.001,100,0.811877071857452,0.830944773240514,0.81187707641196,0.821300268560488
"4410","de","d_fr_lab",3611,30000,"MLP",3,32,0.2,1e-04,100,0.789451837539673,0.804898722909514,0.789451827242525,0.797100446304604
"4411","de","d_fr_lab",3611,30000,"MLP",3,64,0.2,0.01,100,0.809385359287262,0.836367079541151,0.809385382059801,0.822655051730123
"4412","de","d_fr_lab",3611,30000,"MLP",3,64,0.2,0.001,100,0.825996696949005,0.842857681812806,0.825996677740864,0.834342003543005
"4413","de","d_fr_lab",3611,30000,"MLP",3,64,0.2,1e-04,100,0.803571403026581,0.822681220472412,0.803571428571429,0.813014046719725
"4414","de","d_fr_lab",3611,30000,"MLP",3,128,0.2,0.01,100,0.769518256187439,0.82172339880648,0.769518272425249,0.794764468142038
"4415","de","d_fr_lab",3611,30000,"MLP",3,128,0.2,0.001,100,0.79734218120575,0.833002673094454,0.79734219269103,0.814782432626758
"4416","de","d_fr_lab",3611,30000,"MLP",3,128,0.2,1e-04,100,0.815199315547943,0.834470150318975,0.815199335548173,0.824722185750116
"4417","de","d_fr_lab",3611,30000,"MLP",2,16,0.2,0.01,100,0.879968374967575,0.889379058696559,0.879972514726473,0.884650782333983
"4418","de","d_fr_lab",3611,30000,"MLP",2,16,0.2,0.001,100,0.860860913991928,0.871508509397743,0.860869352090427,0.866156261292828
"4419","de","d_fr_lab",3611,30000,"MLP",2,16,0.2,1e-04,100,0.768850207328796,0.774665192532558,0.768839598125395,0.77174140166365
"4420","de","d_fr_lab",3611,30000,"MLP",2,32,0.2,0.01,100,0.871039122343063,0.881754448088644,0.871045151517662,0.876367083846043
"4421","de","d_fr_lab",3611,30000,"MLP",2,32,0.2,0.001,100,0.867507487535477,0.878248441595158,0.86751490597979,0.872848677108123
"4422","de","d_fr_lab",3611,30000,"MLP",2,32,0.2,1e-04,100,0.786295890808105,0.788615430385215,0.786296129830463,0.78745407234367
"4423","de","d_fr_lab",3611,30000,"MLP",2,64,0.2,0.01,100,0.862109959125519,0.87801901472983,0.862116234883445,0.869994958498976
"4424","de","d_fr_lab",3611,30000,"MLP",2,64,0.2,0.001,100,0.871661186218262,0.882538683990818,0.871668592914171,0.877069959741441
"4425","de","d_fr_lab",3611,30000,"MLP",2,64,0.2,1e-04,100,0.788995563983917,0.794432962364602,0.789000643463324,0.791707484528735
"4426","de","d_fr_lab",3611,30000,"MLP",2,128,0.2,0.01,100,0.860862642526627,0.873136155738154,0.860870560310188,0.866959977329676
"4427","de","d_fr_lab",3611,30000,"MLP",2,128,0.2,0.001,100,0.869376540184021,0.8798469800249,0.869384194552379,0.874584296433138
"4428","de","d_fr_lab",3611,30000,"MLP",2,128,0.2,1e-04,100,0.797718554735184,0.804028355916694,0.79772554356081,0.800864549131016
"4429","de","d_fr_lab",3611,30000,"MLP",3,16,0.2,0.01,100,0.857127070426941,0.877346274108241,0.857127322888791,0.867118951219341
"4430","de","d_fr_lab",3611,30000,"MLP",3,16,0.2,0.001,100,0.87623143196106,0.885648886493857,0.876232038950243,0.880915297281985
"4431","de","d_fr_lab",3611,30000,"MLP",3,16,0.2,1e-04,100,0.796470582485199,0.798896716396558,0.796457775826215,0.797675381813785
"4432","de","d_fr_lab",3611,30000,"MLP",3,32,0.2,0.01,100,0.861487954854965,0.872562256001514,0.861494692117988,0.86699315487071
"4433","de","d_fr_lab",3611,30000,"MLP",3,32,0.2,0.001,100,0.871038854122162,0.882403271212585,0.871045841928954,0.876687774436926
"4434","de","d_fr_lab",3611,30000,"MLP",3,32,0.2,1e-04,100,0.818901836872101,0.825223713788338,0.818915992134835,0.822057753213519
"4435","de","d_fr_lab",3611,30000,"MLP",3,64,0.2,0.01,100,0.866263300180435,0.878707147770017,0.86626612455572,0.872442286183109
"4436","de","d_fr_lab",3611,30000,"MLP",3,64,0.2,0.001,100,0.866470813751221,0.880982655408304,0.866476699999724,0.873669469510426
"4437","de","d_fr_lab",3611,30000,"MLP",3,64,0.2,1e-04,100,0.835103303194046,0.844762251579656,0.835112178026694,0.839909497279193
"4438","de","d_fr_lab",3611,30000,"MLP",3,128,0.2,0.01,100,0.855258822441101,0.876721029591678,0.85526373020936,0.865859464268849
"4439","de","d_fr_lab",3611,30000,"MLP",3,128,0.2,0.001,100,0.859826654195786,0.877077797711817,0.859832526932945,0.868369550716526
"4440","de","d_fr_lab",3611,30000,"MLP",3,128,0.2,1e-04,100,0.858992397785187,0.869809356244579,0.85899954570937,0.864370655453457
"4441","de","d_fr_lab",3611,30000,"MLP",2,16,0.2,0.01,100,0.869019905726115,0.882135061125385,0.869013213551577,0.875524974487385
"4442","de","d_fr_lab",3611,30000,"MLP",2,16,0.2,0.001,100,0.859047929445902,0.869452098505226,0.859043674497772,0.864216548475682
"4443","de","d_fr_lab",3611,30000,"MLP",2,16,0.2,1e-04,100,0.772777676582336,0.775665829124361,0.7727613644,0.774210872735061
"4444","de","d_fr_lab",3611,30000,"MLP",2,32,0.2,0.01,100,0.873034516970317,0.884283860348464,0.873028185350577,0.878619976257805
"4445","de","d_fr_lab",3611,30000,"MLP",2,32,0.2,0.001,100,0.866110285123189,0.876446603051326,0.866104280642064,0.871244750165374
"4446","de","d_fr_lab",3611,30000,"MLP",2,32,0.2,1e-04,100,0.77928634484609,0.781404526030072,0.779279077131829,0.780340354287915
"4447","de","d_fr_lab",3611,30000,"MLP",2,64,0.2,0.01,100,0.873449563980103,0.882921401002983,0.873445999250674,0.878158140771094
"4448","de","d_fr_lab",3611,30000,"MLP",2,64,0.2,0.001,100,0.867356300354004,0.877489319087461,0.867350588092338,0.872390497057593
"4449","de","d_fr_lab",3611,30000,"MLP",2,64,0.2,1e-04,100,0.786902844905853,0.791357743805422,0.786898916422491,0.789122031663859
"4450","de","d_fr_lab",3611,30000,"MLP",2,128,0.2,0.01,100,0.866941352685293,0.877165476147974,0.866932659123693,0.87201904910014
"4451","de","d_fr_lab",3611,30000,"MLP",2,128,0.2,0.001,100,0.869295199712118,0.87935717090395,0.8692896082054,0.874294408339057
"4452","de","d_fr_lab",3611,30000,"MLP",2,128,0.2,1e-04,100,0.794518828392029,0.801057120424218,0.794513347491367,0.797771815257379
"4453","de","d_fr_lab",3611,30000,"MLP",3,16,0.2,0.01,100,0.863204022248586,0.880246758480363,0.863195577869649,0.871637786363587
"4454","de","d_fr_lab",3611,30000,"MLP",3,16,0.2,0.001,100,0.873033563296,0.881946176771764,0.873032327818328,0.877466614780411
"4455","de","d_fr_lab",3611,30000,"MLP",3,16,0.2,1e-04,100,0.780810197194417,0.7898656846716,0.780796831288335,0.78530507663902
"4456","de","d_fr_lab",3611,30000,"MLP",3,32,0.2,0.01,100,0.878712117671967,0.885881478910449,0.878705092197524,0.8822786927516
"4457","de","d_fr_lab",3611,30000,"MLP",3,32,0.2,0.001,100,0.871511260668437,0.880965202247172,0.871507899686001,0.876211032580132
"4458","de","d_fr_lab",3611,30000,"MLP",3,32,0.2,1e-04,100,0.811274369557699,0.816980873396171,0.811265717213058,0.814113265186822
"4459","de","d_fr_lab",3611,30000,"MLP",3,64,0.2,0.01,100,0.875111162662506,0.882318520861546,0.875107589092975,0.878698261314905
"4460","de","d_fr_lab",3611,30000,"MLP",3,64,0.2,0.001,100,0.87691193819046,0.886209756793413,0.87690967763316,0.881535189245782
"4461","de","d_fr_lab",3611,30000,"MLP",3,64,0.2,1e-04,100,0.836336175600688,0.844617860407699,0.836329833408358,0.840453414567452
"4462","de","d_fr_lab",3611,30000,"MLP",3,128,0.2,0.01,100,0.880512158075968,0.885165584852131,0.880506605394966,0.882829948430606
"4463","de","d_fr_lab",3611,30000,"MLP",3,128,0.2,0.001,100,0.864727040131887,0.878336985936382,0.864724148469726,0.871477410908006
"4464","de","d_fr_lab",3611,30000,"MLP",3,128,0.2,1e-04,100,0.858356793721517,0.868171844077196,0.85835130704063,0.863233645742964
"4465","ro","d_fr_eco",419,30000,"MLP",2,16,0.2,0.01,100,0.97857141494751,0.978669116146152,0.978571428571429,0.978620269920955
"4466","ro","d_fr_eco",419,30000,"MLP",2,16,0.2,0.001,100,0.967857122421265,0.96807207391149,0.967857142857143,0.967964596453261
"4467","ro","d_fr_eco",419,30000,"MLP",2,16,0.2,1e-04,100,0.864285707473755,0.890078671328671,0.864285714285714,0.876992586634588
"4468","ro","d_fr_eco",419,30000,"MLP",2,32,0.2,0.01,100,0.985714256763458,0.985714285714286,0.985714285714286,0.985714285714286
"4469","ro","d_fr_eco",419,30000,"MLP",2,32,0.2,0.001,100,0.97857141494751,0.978571428571428,0.978571428571428,0.978571428571428
"4470","ro","d_fr_eco",419,30000,"MLP",2,32,0.2,1e-04,100,0.899999976158142,0.9142887338829,0.9,0.9070881002866
"4471","ro","d_fr_eco",419,30000,"MLP",2,64,0.2,0.01,100,0.982142865657806,0.982167457523343,0.982142857142857,0.982155157179056
"4472","ro","d_fr_eco",419,30000,"MLP",2,64,0.2,0.001,100,0.97857141494751,0.978669116146152,0.978571428571429,0.978620269920955
"4473","ro","d_fr_eco",419,30000,"MLP",2,64,0.2,1e-04,100,0.921428561210632,0.928512139448018,0.921428571428572,0.924956793669642
"4474","ro","d_fr_eco",419,30000,"MLP",2,128,0.2,0.01,100,0.949999988079071,0.953330592105263,0.95,0.951662381991402
"4475","ro","d_fr_eco",419,30000,"MLP",2,128,0.2,0.001,100,0.985714256763458,0.985714285714286,0.985714285714286,0.985714285714286
"4476","ro","d_fr_eco",419,30000,"MLP",2,128,0.2,1e-04,100,0.939285695552826,0.942014477129216,0.939285714285714,0.940648116717963
"4477","ro","d_fr_eco",419,30000,"MLP",3,16,0.2,0.01,100,0.964285731315613,0.965806715806716,0.964285714285714,0.965045615736671
"4478","ro","d_fr_eco",419,30000,"MLP",3,16,0.2,0.001,100,0.97857141494751,0.978669116146152,0.978571428571429,0.978620269920955
"4479","ro","d_fr_eco",419,30000,"MLP",3,16,0.2,1e-04,100,0.921428561210632,0.930208333333333,0.921428571428572,0.925797637225749
"4480","ro","d_fr_eco",419,30000,"MLP",3,32,0.2,0.01,100,0.953571438789368,0.956388931670004,0.953571428571428,0.954978101982374
"4481","ro","d_fr_eco",419,30000,"MLP",3,32,0.2,0.001,100,0.97857141494751,0.978669116146152,0.978571428571429,0.978620269920955
"4482","ro","d_fr_eco",419,30000,"MLP",3,32,0.2,1e-04,100,0.867857158184052,0.895480225988701,0.867857142857143,0.881452323465803
"4483","ro","d_fr_eco",419,30000,"MLP",3,64,0.2,0.01,100,0.953571438789368,0.956388931670004,0.953571428571428,0.954978101982374
"4484","ro","d_fr_eco",419,30000,"MLP",3,64,0.2,0.001,100,0.982142865657806,0.982167457523343,0.982142857142857,0.982155157179056
"4485","ro","d_fr_eco",419,30000,"MLP",3,64,0.2,1e-04,100,0.949999988079071,0.951474201474202,0.95,0.950736529267347
"4486","ro","d_fr_eco",419,30000,"MLP",3,128,0.2,0.01,100,0.892857134342194,0.911764705882353,0.892857142857143,0.90221187427241
"4487","ro","d_fr_eco",419,30000,"MLP",3,128,0.2,0.001,100,0.982142865657806,0.982167457523343,0.982142857142857,0.982155157179056
"4488","ro","d_fr_eco",419,30000,"MLP",3,128,0.2,1e-04,100,0.95714282989502,0.957984052341035,0.957142857142857,0.957563269999787
"4489","ro","d_fr_eco",419,30000,"MLP",2,16,0.2,0.01,100,0.92475038766861,0.936732515256006,0.92497430626927,0.930816279384868
"4490","ro","d_fr_eco",419,30000,"MLP",2,16,0.2,0.001,100,0.912224769592285,0.921112481689924,0.912422918807811,0.916747109290258
"4491","ro","d_fr_eco",419,30000,"MLP",2,16,0.2,1e-04,100,0.790469795465469,0.857879984997952,0.791058581706064,0.823115351790197
"4492","ro","d_fr_eco",419,30000,"MLP",2,32,0.2,0.01,100,0.917594730854034,0.927958864601706,0.917805755395684,0.922854385087406
"4493","ro","d_fr_eco",419,30000,"MLP",2,32,0.2,0.001,100,0.924775987863541,0.933136313589398,0.924961459403906,0.929030903524516
"4494","ro","d_fr_eco",419,30000,"MLP",2,32,0.2,1e-04,100,0.863927274942398,0.876697469197469,0.864157245632066,0.870382190748724
"4495","ro","d_fr_eco",419,30000,"MLP",2,64,0.2,0.01,100,0.915802627801895,0.928157904585847,0.916032887975334,0.922055537056589
"4496","ro","d_fr_eco",419,30000,"MLP",2,64,0.2,0.001,100,0.930145919322968,0.938650257400257,0.930331449126413,0.934472339820733
"4497","ro","d_fr_eco",419,30000,"MLP",2,64,0.2,1e-04,100,0.887192785739899,0.8893154568002,0.887268756423433,0.888290927668989
"4498","ro","d_fr_eco",419,30000,"MLP",2,128,0.2,0.01,100,0.894297242164612,0.912877863321764,0.894591469681398,0.903642163634101
"4499","ro","d_fr_eco",419,30000,"MLP",2,128,0.2,0.001,100,0.921178966760635,0.930438828599772,0.921377183967112,0.92588583523543
"4500","ro","d_fr_eco",419,30000,"MLP",2,128,0.2,1e-04,100,0.867530733346939,0.878454056655228,0.867702980472765,0.873045421415051
"4501","ro","d_fr_eco",419,30000,"MLP",3,16,0.2,0.01,100,0.897887855768204,0.912966057635175,0.898150051387462,0.905497452642659
"4502","ro","d_fr_eco",419,30000,"MLP",3,16,0.2,0.001,100,0.924769580364227,0.932452951240376,0.924948612538541,0.928685622243734
"4503","ro","d_fr_eco",419,30000,"MLP",3,16,0.2,1e-04,100,0.867549926042557,0.885512873783438,0.867317574511819,0.876320785773425
"4504","ro","d_fr_eco",419,30000,"MLP",3,32,0.2,0.01,100,0.897875040769577,0.914086051784046,0.898150051387462,0.906047984526557
"4505","ro","d_fr_eco",419,30000,"MLP",3,32,0.2,0.001,100,0.937307983636856,0.944273521425148,0.93747430626927,0.940861630233524
"4506","ro","d_fr_eco",419,30000,"MLP",3,32,0.2,1e-04,100,0.892543524503708,0.902649867013919,0.892754367934224,0.897674847597982
"4507","ro","d_fr_eco",419,30000,"MLP",3,64,0.2,0.01,100,0.869322836399078,0.893553655179601,0.869617163412127,0.881422930529742
"4508","ro","d_fr_eco",419,30000,"MLP",3,64,0.2,0.001,100,0.930139541625977,0.9379801145615,0.930318602261048,0.934133649260965
"4509","ro","d_fr_eco",419,30000,"MLP",3,64,0.2,1e-04,100,0.899724781513214,0.90199742913536,0.899820143884892,0.900907471013171
"4510","ro","d_fr_eco",419,30000,"MLP",3,128,0.2,0.01,100,0.860247045755386,0.898704936779006,0.860688591983556,0.87928604260472
"4511","ro","d_fr_eco",419,30000,"MLP",3,128,0.2,0.001,100,0.914016902446747,0.924938457223876,0.914234326824255,0.919555242583239
"4512","ro","d_fr_eco",419,30000,"MLP",3,128,0.2,1e-04,100,0.906880438327789,0.912766785292638,0.907040082219938,0.909894423149539
"4513","ro","d_fr_eco",419,30000,"MLP",2,16,0.2,0.01,100,0.942673663298289,0.945861564342726,0.942728674203494,0.944292520773863
"4514","ro","d_fr_eco",419,30000,"MLP",2,16,0.2,0.001,100,0.916393578052521,0.926602471779817,0.916538198013018,0.921542857447704
"4515","ro","d_fr_eco",419,30000,"MLP",2,16,0.2,1e-04,100,0.848416964213053,0.870633290969386,0.84829564919493,0.859319330213841
"4516","ro","d_fr_eco",419,30000,"MLP",2,32,0.2,0.01,100,0.936699946721395,0.941600187430068,0.936810551558753,0.939199263105828
"4517","ro","d_fr_eco",419,30000,"MLP",2,32,0.2,0.001,100,0.927154799302419,0.930908440370286,0.927226789996574,0.929063967830629
"4518","ro","d_fr_eco",419,30000,"MLP",2,32,0.2,1e-04,100,0.890151917934418,0.894760231646197,0.890244946899623,0.892496878422155
"4519","ro","d_fr_eco",419,30000,"MLP",2,64,0.2,0.01,100,0.908038914203644,0.918205280651621,0.908170606372045,0.913160376709015
"4520","ro","d_fr_eco",419,30000,"MLP",2,64,0.2,0.001,100,0.925951540470123,0.93286644189298,0.926044878383008,0.929443143745143
"4521","ro","d_fr_eco",419,30000,"MLP",2,64,0.2,1e-04,100,0.89732035001119,0.899788625398319,0.897362110311751,0.89857372971324
"4522","ro","d_fr_eco",419,30000,"MLP",2,128,0.2,0.01,100,0.896082937717438,0.91592202507704,0.896334361082562,0.906022337036558
"4523","ro","d_fr_eco",419,30000,"MLP",2,128,0.2,0.001,100,0.928336759408315,0.933852323876855,0.92842583076396,0.931131171190104
"4524","ro","d_fr_eco",419,30000,"MLP",2,128,0.2,1e-04,100,0.888961414496104,0.893950270969764,0.889105858170606,0.891521483640122
"4525","ro","d_fr_eco",419,30000,"MLP",3,16,0.2,0.01,100,0.940279901027679,0.942911312419415,0.940313463514902,0.941610596142036
"4526","ro","d_fr_eco",419,30000,"MLP",3,16,0.2,0.001,100,0.930726230144501,0.934841709403506,0.930798218568003,0.932815582160009
"4527","ro","d_fr_eco",419,30000,"MLP",3,16,0.2,1e-04,100,0.877001206080119,0.897051378791616,0.876670092497431,0.886743638107585
"4528","ro","d_fr_eco",419,30000,"MLP",3,32,0.2,0.01,100,0.917592604955038,0.922970148307579,0.917660157588215,0.920307493614746
"4529","ro","d_fr_eco",419,30000,"MLP",3,32,0.2,0.001,100,0.936699946721395,0.941137149588815,0.936767728674203,0.938947355849776
"4530","ro","d_fr_eco",419,30000,"MLP",3,32,0.2,1e-04,100,0.822162508964539,0.863828914891792,0.822576224734498,0.84269801002344
"4531","ro","d_fr_eco",419,30000,"MLP",3,64,0.2,0.01,100,0.904471735159556,0.913198748046076,0.904590613223707,0.908874298739525
"4532","ro","d_fr_eco",419,30000,"MLP",3,64,0.2,0.001,100,0.935500919818878,0.940586469821239,0.935594381637547,0.938083784326883
"4533","ro","d_fr_eco",419,30000,"MLP",3,64,0.2,1e-04,100,0.893787324428558,0.900393577512679,0.893713600548133,0.897041153292789
"4534","ro","d_fr_eco",419,30000,"MLP",3,128,0.2,0.01,100,0.925960063934326,0.932931612805466,0.926113394998287,0.929510000682785
"4535","ro","d_fr_eco",419,30000,"MLP",3,128,0.2,0.001,100,0.924752533435822,0.933346143388436,0.924871531346352,0.929089512653653
"4536","ro","d_fr_eco",419,30000,"MLP",3,128,0.2,1e-04,100,0.91044545173645,0.914662961178674,0.910585817060637,0.912619835465283
"4537","es","d_fr_lab",1107,30000,"MLP",2,16,0.2,0.01,100,0.882113814353943,0.894350291050206,0.882113821138211,0.888189913054313
"4538","es","d_fr_lab",1107,30000,"MLP",2,16,0.2,0.001,100,0.886178851127625,0.896666440355761,0.886178861788618,0.891391804507973
"4539","es","d_fr_lab",1107,30000,"MLP",2,16,0.2,1e-04,100,0.848238468170166,0.852379218347069,0.848238482384824,0.850303809346351
"4540","es","d_fr_lab",1107,30000,"MLP",2,32,0.2,0.01,100,0.868563711643219,0.887222222222222,0.868563685636856,0.877793812859449
"4541","es","d_fr_lab",1107,30000,"MLP",2,32,0.2,0.001,100,0.895663976669312,0.904653887753876,0.895663956639566,0.900136476476458
"4542","es","d_fr_lab",1107,30000,"MLP",2,32,0.2,1e-04,100,0.850948512554169,0.85098975357156,0.850948509485095,0.850969131028581
"4543","es","d_fr_lab",1107,30000,"MLP",2,64,0.2,0.01,100,0.867208659648895,0.888300392187318,0.867208672086721,0.877627827961617
"4544","es","d_fr_lab",1107,30000,"MLP",2,64,0.2,0.001,100,0.888888895511627,0.899450064498608,0.888888888888889,0.894138291769311
"4545","es","d_fr_lab",1107,30000,"MLP",2,64,0.2,1e-04,100,0.85501354932785,0.855224867724868,0.855013550135501,0.855119195874951
"4546","es","d_fr_lab",1107,30000,"MLP",2,128,0.2,0.01,100,0.850948512554169,0.877580852896323,0.850948509485095,0.864059512065148
"4547","es","d_fr_lab",1107,30000,"MLP",2,128,0.2,0.001,100,0.890243887901306,0.90120809423135,0.890243902439024,0.895692446361179
"4548","es","d_fr_lab",1107,30000,"MLP",2,128,0.2,1e-04,100,0.852303504943848,0.853928107661433,0.85230352303523,0.853115041926025
"4549","es","d_fr_lab",1107,30000,"MLP",3,16,0.2,0.01,100,0.861788630485535,0.878710302359372,0.861788617886179,0.870167201121612
"4550","es","d_fr_lab",1107,30000,"MLP",3,16,0.2,0.001,100,0.886178851127625,0.897397915611751,0.886178861788618,0.891753103656591
"4551","es","d_fr_lab",1107,30000,"MLP",3,16,0.2,1e-04,100,0.840108394622803,0.857776369971492,0.840108401084011,0.848850460230484
"4552","es","d_fr_lab",1107,30000,"MLP",3,32,0.2,0.01,100,0.871273696422577,0.878504043126685,0.871273712737127,0.874873939555485
"4553","es","d_fr_lab",1107,30000,"MLP",3,32,0.2,0.001,100,0.880758821964264,0.893342437692045,0.880758807588076,0.887005995044253
"4554","es","d_fr_lab",1107,30000,"MLP",3,32,0.2,1e-04,100,0.850948512554169,0.853283651606893,0.850948509485095,0.852114480737924
"4555","es","d_fr_lab",1107,30000,"MLP",3,64,0.2,0.01,100,0.867208659648895,0.868768669100564,0.867208672086721,0.867987969665518
"4556","es","d_fr_lab",1107,30000,"MLP",3,64,0.2,0.001,100,0.872628748416901,0.887377173091459,0.872628726287263,0.879941155384236
"4557","es","d_fr_lab",1107,30000,"MLP",3,64,0.2,1e-04,100,0.852303504943848,0.86431435688681,0.85230352303523,0.858266921253334
"4558","es","d_fr_lab",1107,30000,"MLP",3,128,0.2,0.01,100,0.859078586101532,0.867543694794212,0.859078590785908,0.863290391874683
"4559","es","d_fr_lab",1107,30000,"MLP",3,128,0.2,0.001,100,0.863143622875214,0.88249582276131,0.863143631436314,0.87271245772306
"4560","es","d_fr_lab",1107,30000,"MLP",3,128,0.2,1e-04,100,0.863143622875214,0.874046840958606,0.863143631436314,0.86856102003643
"4561","es","d_fr_lab",1107,30000,"MLP",2,16,0.2,0.01,100,0.920731693506241,0.928320626951399,0.920731707317073,0.924510593832132
"4562","es","d_fr_lab",1107,30000,"MLP",2,16,0.2,0.001,100,0.921409219503403,0.925800280660323,0.921409214092141,0.92359952829695
"4563","es","d_fr_lab",1107,30000,"MLP",2,16,0.2,1e-04,100,0.848915994167328,0.862983084436469,0.848915989159892,0.855891740409196
"4564","es","d_fr_lab",1107,30000,"MLP",2,32,0.2,0.01,100,0.911924123764038,0.920907186708992,0.911924119241192,0.916393639083015
"4565","es","d_fr_lab",1107,30000,"MLP",2,32,0.2,0.001,100,0.928861796855926,0.933288995430467,0.928861788617886,0.931070129249451
"4566","es","d_fr_lab",1107,30000,"MLP",2,32,0.2,1e-04,100,0.859078586101532,0.867565740447004,0.859078590785908,0.863301306743535
"4567","es","d_fr_lab",1107,30000,"MLP",2,64,0.2,0.01,100,0.909214079380035,0.919950191638965,0.909214092140921,0.914550634650967
